YEAR,LATITUDE,LONGITUDE,COUNTRY
2020,39.7909,111.9775,China
2012,37.0001,112.0001,China
2015,37.0001,112.0001,China
2020,39.4975,111.9213,China
2012,39.6885,112.321,China
2012,39.6517,112.2689,China
2014,37.0001,112.0001,China
2020,37.0001,112.0001,China
2015,39.425,112.025,China
2016,39.4634,111.9472,China
2015,39.5072,112.5861,China
2012,39.4499,112.1888,China
2013,39.4968,112.1773,China
2020,37.0001,112.0001,China
2015,39.8755,112.1256,China
2020,39.6639,111.9657,China
2018,34.9417,111.2833,China
2013,34.8937,111.3237,China
2014,34.8891,111.2832,China
2015,39.9153,111.0909,China
2016,39.8966,112.1259,China
2017,39.7874,112.077,China
2016,24.788,112.1941,China
2017,37.0001,112.0001,China
2016,39.5593,111.9947,China
2020,39.569,112.1952,China
2020,39.7385,112.0528,China
2014,39.8003,112.0936,China
2013,34.8886,111.0411,China
2013,34.8974,111.0101,China
2020,37.0001,112.0001,China
-1,36.2005,113.4358,China
2015,37.0001,112.0001,China
2017,37.0001,112.0001,China
-1,36.2319,113.5283,China
-1,36.2319,113.5283,China
2019,36.0305,113.5639,China
2020,37.0001,112.0001,China
-1,37.1878,112.1703,China
2020,37.1324,112.4406,China
2020,39.0939,111.5877,China
2020,37.0001,112.0001,China
-1,37.0001,112.0001,China
2020,38.9743,111.5398,China
2020,38.8297,112.3647,China
-1,37.6089,112.3611,China
2021,35.8082,112.1107,China
2022,35.7583,112.078,China
2021,35.8263,112.2753,China
-1,35.9372,112.6084,China
2021,35.7376,112.4013,China
2023,36.6138,112.5738,China
2014,36.8239,112.0747,China
-1,36.9857,112.1738,China
2022,34.7567,110.8739,China
2023,34.6352,110.3191,China
-1,34.7243,110.5626,China
2020,37.0001,112.0001,China
-1,34.7567,110.8739,China
2014,34.8139,110.7851,China
2016,34.8091,110.7851,China
-1,34.6982,110.6353,China
-1,34.7567,110.8739,China
-1,35.9673,113.0275,China
2023,37.2904,117.2642,China
2013,39.714,112.7806,China
-1,39.714,112.7806,China
2020,39.714,112.7806,China
2019,39.5465,112.6631,China
2020,37.0001,112.0001,China
2019,39.6035,112.6794,China
2012,39.8117,112.6667,China
2014,39.5978,112.5861,China
2015,39.5651,112.6694,China
2019,37.0001,112.0001,China
2014,39.156,112.1516,China
2016,39.2167,112.0033,China
2010,39.0542,112.6914,China
2010,39.1344,112.7229,China
2014,39.0424,112.2022,China
2012,39.1173,112.1134,China
-1,39.2612,111.8414,China
2015,37.0001,112.0001,China
2020,37.0001,112.0001,China
-1,39.2139,111.8917,China
2012,39.3003,112.0164,China
2012,39.3003,112.0164,China
2015,39.3003,112.0164,China
2015,39.3003,112.0164,China
-1,39.3003,112.0164,China
2015,39.2167,112.0033,China
2019,37.0001,112.0001,China
2020,37.0001,112.0001,China
2014,39.0125,112.0456,China
-1,39.025,112.1333,China
2015,37.0001,112.0001,China
2015,39.1306,112.1569,China
2019,39.0943,112.1728,China
2022,36.4113,111.1648,China
-1,37.0492,110.6793,China
2017,37.0001,112.0001,China
2018,37.0001,112.0001,China
-1,37.0073,110.8891,China
2017,37.9537,112.7919,China
2020,37.6791,113.2515,China
2023,37.6791,113.2515,China
-1,37.6791,113.2515,China
2020,37.7565,113.1222,China
2020,37.8118,113.3841,China
-1,37.8644,113.281,China
-1,39.2955,112.221,China
2011,39.6917,112.7375,China
2013,39.336,112.1185,China
2017,39.2997,112.1128,China
2014,39.2167,112.2167,China
2020,39.2167,112.2167,China
2015,39.9999,112.2229,China
2020,39.9999,112.2229,China
2019,37.341,112.8851,China
2023,37.3641,112.5786,China
-1,37.3839,112.722,China
-1,37.9379,112.6532,China
2014,37.7912,112.3573,China
2012,40.5734,114.1261,China
2014,40.5833,114.225,China
-1,40.4587,114.2892,China
2022,40.4198,114.0906,China
-1,40.298,114.3963,China
2014,40.1979,114.0382,China
2012,40.2454,114.2535,China
2021,37.0001,112.0001,China
-1,40.3426,114.2754,China
2015,40.4128,114.2753,China
2021,37.0001,112.0001,China
2012,40.2108,114.1735,China
2013,40.2501,114.2667,China
2020,37.0001,112.0001,China
2022,37.0001,112.0001,China
2022,40.1941,114.0558,China
-1,36.3695,112.6811,China
-1,38.2188,113.3041,China
-1,35.2687,110.6133,China
2016,39.9755,112.4729,China
2019,37.0001,112.0001,China
2020,35.2601,111.5481,China
2023,35.3129,111.2599,China
2021,35.4249,111.3625,China
2018,35.3494,111.5166,China
2020,35.3956,111.5044,China
2013,38.9913,113.3523,China
2020,37.0001,112.0001,China
2018,38.7748,113.5086,China
-1,38.894,113.4156,China
-1,36.9008,113.3201,China
2020,37.0354,112.5295,China
2020,39.0006,111.6824,China
2020,38.9557,111.6497,China
-1,35.8609,111.3204,China
-1,38.6481,112.3596,China
2020,35.9777,110.862,China
2020,35.9424,110.9397,China
-1,35.8948,110.9098,China
2021,35.8063,110.8196,China
-1,35.8948,110.9098,China
-1,36.5825,112.8398,China
2022,37.2374,111.5029,China
-1,35.138,111.362,China
2013,35.099,111.3068,China
2015,35.1152,111.3593,China
2018,35.1794,111.3815,China
2020,35.0566,111.2676,China
2017,35.1249,111.2525,China
-1,40.2833,113.1124,China
2022,38.3757,111.296,China
-1,38.3757,111.296,China
-1,35.566,111.1615,China
2020,40.3491,113.2714,China
-1,40.1782,113.3152,China
-1,40.3419,113.0803,China
2010,40.1635,113.2094,China
2019,40.1609,113.401,China
2013,40.1954,113.2471,China
2019,36.9094,111.047,China
-1,36.7232,110.9952,China
2019,39.4154,113.4291,China
2024,36.6341,111.1177,China
2019,37.3732,113.243,China
2023,37.6424,113.482,China
2020,37.0001,112.0001,China
2020,37.4616,113.9542,China
2018,37.0001,112.0001,China
2015,37.5835,113.9364,China
-1,35.4063,112.3333,China
2013,40.3476,113.5529,China
2015,40.2766,113.5351,China
2019,37.0001,112.0001,China
-1,40.3588,113.5874,China
2014,39.8657,113.8825,China
2019,40.1016,113.7983,China
2020,37.0001,112.0001,China
-1,38.0646,112.6761,China
-1,38.0581,112.6747,China
2020,37.0001,112.0001,China
2023,38.0518,112.9366,China
2018,38.2489,112.8949,China
2020,37.0001,112.0001,China
2015,35.0325,111.1444,China
2015,35.0168,111.1542,China
2019,37.0001,112.0001,China
-1,35.7405,111.714,China
2016,35.9545,112.0006,China
2017,39.4105,113.4234,China
-1,39.5251,113.228,China
2020,37.0001,112.0001,China
2016,39.4154,113.4291,China
2021,37.9085,112.71,China
-1,36.7247,110.6061,China
2015,37.0001,112.0001,China
2020,37.0001,112.0001,China
2015,40.025,112.1583,China
2015,40.025,112.175,China
2022,40.0273,112.1913,China
2011,37.0001,112.0001,China
2012,39.7373,112.3946,China
2013,39.7917,112.3667,China
2013,39.7889,112.4398,China
2020,37.0001,112.0001,China
2010,40.175,112.5553,China
2011,40.175,112.5636,China
2011,40.175,112.5636,China
-1,40.175,112.5636,China
2024,40.179,112.5453,China
2016,37.0001,112.0001,China
2011,40.1007,112.501,China
2014,40.0917,112.5083,China
2018,39.9768,112.5984,China
2018,40.1708,112.2643,China
2018,39.8735,112.2474,China
2008,40.2681,112.4101,China
2022,37.0001,112.0001,China
2021,37.0001,112.0001,China
-1,40.1157,112.5321,China
2012,40.0676,112.222,China
2016,37.0001,112.0001,China
2022,39.88,112.5373,China
2013,39.0667,112.675,China
2014,39.0889,112.675,China
-1,38.9907,112.5341,China
2017,37.0001,112.0001,China
2022,37.0001,112.0001,China
2020,37.0001,112.0001,China
2022,37.6404,112.8903,China
-1,37.5796,112.9598,China
-1,37.5796,112.9598,China
2011,34.8069,111.1428,China
2020,34.9086,110.8852,China
-1,37.1524,112.9592,China
-1,38.0995,113.4105,China
2019,38.1697,113.2219,China
2020,38.0838,113.0959,China
2014,38.1186,113.1874,China
2015,38.0865,113.1515,China
2017,38.0828,113.0873,China
2021,37.0001,112.0001,China
2023,38.1862,113.0806,China
-1,35.5015,113.0073,China
2021,35.3779,112.6888,China
2021,35.3779,112.6888,China
2019,37.0001,112.0001,China
2020,37.0001,112.0001,China
-1,35.5031,112.8381,China
2019,37.0001,112.0001,China
2019,37.2068,111.2444,China
-1,38.8813,112.5298,China
-1,37.1665,113.3086,China
-1,37.0189,113.4557,China
2020,36.0333,113.4333,China
2024,39.9917,112.775,China
2009,40.1167,112.6083,China
2009,40.1501,112.6333,China
2011,40.1583,112.6166,China
2020,39.9966,112.6507,China
2019,37.0001,112.0001,China
2019,37.0001,112.0001,China
2016,27.6168,102.8663,China
-1,27.6465,102.7353,China
2014,27.7322,102.967,China
2019,27.6354,102.9448,China
-1,27.6648,102.7405,China
2013,32.535,105.7497,China
2011,27.5188,102.1848,China
2011,27.5316,102.1843,China
2019,27.1634,102.061,China
2015,27.5188,102.1848,China
2016,27.5163,102.185,China
2023,27.4547,102.0794,China
2023,27.1935,102.0829,China
2013,27.458,102.1877,China
2020,27.2015,101.9552,China
2017,32.4997,105.8117,China
2017,32.5152,105.9588,China
2020,28.0961,105.6615,China
-1,28.0431,105.7018,China
2017,29.6025,102.6055,China
2014,26.5596,102.7475,China
2016,26.6992,102.7257,China
2014,26.6279,102.6994,China
2018,26.4753,102.7504,China
2021,26.7241,102.6678,China
-1,26.3866,102.7459,China
2018,26.4517,102.7444,China
2015,26.9967,102.5312,China
2019,26.8508,102.4465,China
2015,26.9386,102.5072,China
-1,26.2895,102.2467,China
2017,26.8604,102.5296,China
2015,26.8288,102.5686,China
-1,26.2898,102.2464,China
2017,32.2987,105.7091,China
2021,32.1354,105.514,China
-1,32.0473,105.5537,China
2018,31.9572,105.6289,China
-1,31.8319,105.3579,China
2019,31.847,105.5059,China
2021,27.787,103.336,China
2021,27.7825,103.2039,China
2021,27.5336,103.059,China
-1,28.2563,103.356,China
-1,27.708,102.8277,China
2020,27.708,102.8277,China
2020,32.4949,105.9794,China
2024,32.3631,105.4144,China
2017,32.4997,105.8117,China
2018,28.316,103.2282,China
2020,28.4051,103.2122,China
2021,28.475,103.2,China
-1,28.2068,102.1691,China
2018,28.2181,102.2731,China
2023,26.8022,102.1747,China
2022,27.064,102.7492,China
-1,27.1427,102.5211,China
2017,26.4753,102.7504,China
2021,27.749,102.693,China
2020,27.4376,102.6751,China
2018,27.3114,102.4668,China
2021,27.5101,102.6775,China
-1,27.7245,102.6486,China
2015,26.5833,105.1917,China
2016,26.3577,101.8056,China
2017,26.2086,101.8132,China
2016,26.2828,101.8197,China
2017,27.6636,102.1826,China
2015,27.6001,102.1959,China
2015,27.5681,112.2001,China
-1,27.9556,102.3282,China
2017,28.2155,102.3997,China
2017,28.0999,102.3486,China
2016,28.1859,102.2693,China
-1,28.0422,102.4895,China
2017,28.2274,102.3159,China
2015,26.5004,101.891,China
2018,26.494,101.9742,China
2020,26.494,101.9742,China
2023,27.4261,101.5075,China
2023,27.3554,101.233,China
2022,27.4411,101.0702,China
2023,27.4278,101.5072,China
2021,27.5532,101.294,China
-1,27.5073,101.834,China
2016,27.4998,101.3885,China
2021,27.4443,101.0696,China
2023,27.8765,101.4917,China
2019,27.5978,101.5564,China
2020,27.5978,101.5564,China
2017,27.4975,101.2733,China
2023,28.4435,102.8343,China
2021,32.3215,105.9573,China
2024,32.2078,105.7382,China
2020,27.9409,102.527,China
2020,28.0141,102.8434,China
-1,28.0121,102.8471,China
2014,27.9164,103.0134,China
2014,27.934,102.981,China
2020,28.0141,102.8434,China
2014,27.8932,103.0767,China
2016,31.7147,105.3128,China
2021,31.5853,105.2776,China
2021,31.8197,105.245,China
-1,31.667,105.267,China
-1,39.552,116.9077,China
2022,39.5848,117.612,China
2024,39.5848,117.612,China
-1,39.4053,117.4389,China
2021,39.7595,117.3306,China
-1,39.2298,117.0303,China
2021,39.2552,117.3549,China
2022,38.9927,117.773,China
2020,39.0016,117.7116,China
2011,39.227,118.027,China
2018,39.2489,117.8043,China
2017,39.0093,117.7409,China
2010,39.2219,117.9793,China
2013,38.6333,117.2422,China
-1,38.5709,117.2714,China
2020,39.3093,117.9443,China
-1,38.8154,116.8272,China
2011,38.6097,117.4097,China
2014,38.6219,117.5525,China
2011,38.6647,117.5355,China
2011,38.3167,117.4667,China
2011,38.6083,117.4501,China
2019,38.6466,117.4034,China
-1,38.649,117.194,China
2022,39.2598,117.805,China
-1,38.8223,116.7691,China
-1,38.9343,116.85,China
2021,38.6679,117.0985,China
2020,39.4188,117.6967,China
2021,39.0165,117.697,China
2019,38.6684,117.6036,China
-1,38.6708,118.0356,China
-1,39.3333,117.3583,China
2020,39.2271,117.671,China
-1,39.4887,117.6677,China
2021,39.4875,117.8085,China
-1,39.4704,117.5845,China
2022,39.4569,117.6461,China
2022,39.549,117.7537,China
-1,39.4283,117.8068,China
2021,39.3444,117.8283,China
2021,39.4639,117.7618,China
2021,39.3464,117.4759,China
2021,39.2271,117.671,China
-1,39.5737,117.8617,China
-1,39.3295,117.8194,China
-1,39.3333,117.3583,China
2021,39.258,117.829,China
-1,39.4486,116.8419,China
-1,39.5316,117.1939,China
-1,39.3842,117.0444,China
-1,39.1807,116.8986,China
2018,38.7499,117.1567,China
-1,39.0085,117.7143,China
-1,30.1814,96.8892,China
2021,28.7043,91.6349,China
-1,31.5106,92.1247,China
2023,28.7035,91.6344,China
2013,31.4629,92.0667,China
2024,31.4824,91.9723,China
-1,30.7614,91.6582,China
2025,44.2405,93.3353,China
2025,43.6434,93.0789,China
2013,45.1733,82.5546,Kazakhstan
2016,45.174,82.5324,Kazakhstan
-1,47.9126,88.2741,China
2023,47.395,86.547,China
2013,47.6729,86.7619,China
2014,47.6739,86.7083,China
2023,47.4459,85.8767,China
2011,47.4987,86.1247,China
-1,42.4805,85.4633,China
2013,47.7344,87.4633,China
2015,47.8747,88.1247,China
2014,46.6703,90.3806,China
2014,44.4323,93.466,China
2015,44.2934,92.9492,China
2015,44.2373,92.807,China
2014,44.2902,92.9871,China
2015,44.2367,92.9794,China
2015,44.4383,93.418,China
2012,44.4016,93.348,China
2013,44.2408,93.3349,China
2014,44.4104,93.3856,China
2013,44.2758,93.4439,China
2015,44.2757,92.9544,China
2016,44.103,93.1612,China
2016,44.103,93.1612,China
2015,44.1025,93.1237,China
2015,44.1025,93.1237,China
2015,38.933,88.1396,China
2018,47.4337,85.8748,China
2015,44.6372,81.4846,China
2014,45.1454,82.6491,China
2014,44.6415,81.3892,China
2009,45.1917,82.6167,China
2011,45.148,82.6482,China
2011,45.1733,82.5546,Kazakhstan
2011,45.1733,82.5546,Kazakhstan
2015,47.519,86.2789,China
2015,47.7049,86.8509,China
2016,47.8597,86.6561,China
2021,42.4805,85.4633,China
2020,42.4805,85.4633,China
2009,47.8472,86.7143,China
2014,47.8489,86.7142,China
2014,47.6238,86.8747,China
2012,48.4575,86.973,China
2013,47.7294,87.0698,China
2010,47.6051,86.9501,China
2013,47.6052,86.9501,China
-1,47.633,86.775,China
2014,42.4805,85.4633,China
-1,44.039,89.297,China
2015,43.4258,88.1363,China
2013,43.4929,87.6823,China
2015,43.4613,87.9367,China
2015,43.5052,88.1997,China
2016,43.4274,87.9301,China
2013,43.533,87.9961,China
2012,43.5311,87.8889,China
2012,43.555,88.0564,China
2013,43.5501,87.9501,China
2015,43.5533,88.0033,China
2015,43.5626,88.1317,China
2015,43.4993,88.1826,China
2015,43.4514,87.9783,China
2012,43.4678,88.1546,China
2013,43.4601,87.9492,China
2015,43.4072,88.0412,China
2013,43.5502,88.0693,China
2023,43.5673,87.8498,China
2014,42.4805,85.4633,China
2012,43.4686,88.0806,China
2013,43.558,88.114,China
2014,43.445,87.8867,China
2011,42.4805,85.4633,China
2023,42.4805,85.4633,China
2014,43.4744,88.1076,China
2015,43.5048,87.9503,China
2014,43.491,88.0589,China
2023,43.3688,88.3037,China
2015,43.5095,87.9542,China
2017,42.4805,85.4633,China
2023,46.2548,83.878,China
2014,46.2208,84.1056,China
2015,46.2617,84.2279,China
2012,46.2061,89.5747,China
2013,43.1701,88.6301,China
2014,43.2233,88.6506,China
2015,43.0769,88.6631,China
2014,45.4468,87.8472,China
2022,43.0576,88.679,China
2013,43.2134,88.6066,China
2022,42.4805,85.4633,China
2015,43.2139,88.5802,China
-1,44.253,90.248,China
2015,48.0961,85.8572,China
2015,47.9504,85.8141,China
2013,47.9934,86.4071,China
2013,48.0891,86.4825,China
2015,48.0632,86.4164,China
-1,42.564,93.413,China
-1,42.6895,94.0759,China
-1,44.587,93.906,China
2023,44.2403,93.3352,China
-1,44.142,93.438,China
-1,42.575,93.429,China
2013,42.4805,85.4633,China
2015,44.1549,92.7101,China
2015,44.159,92.7101,China
2016,44.1603,92.9219,China
2014,44.0964,93.0994,China
2016,42.4805,85.4633,China
2013,44.1555,93.2186,China
2015,44.1419,93.2007,China
2014,44.1693,93.2346,China
2016,44.1698,93.258,China
2015,44.202,92.6709,China
2016,44.202,92.6709,China
2014,44.2389,92.8503,China
2013,44.102,93.1757,China
2015,44.1776,93.1299,China
2012,42.4805,85.4633,China
2018,42.4805,85.4633,China
2013,44.175,93.1333,China
2013,44.175,93.1333,China
2014,44.1764,93.1625,China
2014,44.1358,93.1125,China
2014,44.0618,93.1286,China
2013,44.1265,93.0681,China
2010,44.2809,93.5486,China
2011,44.2731,93.525,China
2016,42.4805,85.4633,China
2016,44.3401,92.8339,China
2016,43.8797,94.1092,China
2016,44.275,92.684,China
2016,44.3005,92.6112,China
2016,42.4805,85.4633,China
2016,42.4805,85.4633,China
2015,42.4805,85.4633,China
2015,44.1006,93.1124,China
2015,44.1006,93.1124,China
2016,42.1185,94.2348,China
2018,42.2794,95.1094,China
2017,42.175,94.8501,China
2017,42.175,94.8501,China
2019,42.2901,94.465,China
2019,42.075,94.3501,China
2016,42.0364,94.3417,China
2019,42.2597,94.9917,China
2016,42.0726,94.8094,China
2019,41.9667,94.5667,China
2020,42.4805,85.4633,China
2016,41.9705,94.7476,China
2016,41.9619,94.8033,China
2022,42.029,94.189,China
2014,42.6256,95.4013,China
2014,42.5703,95.2394,China
2015,42.5626,94.9118,China
2014,42.5824,94.8086,China
2016,42.4805,85.4633,China
2013,43.6639,94.8025,China
2013,43.7159,94.9202,China
2015,42.4805,85.4633,China
2015,43.7234,94.636,China
2015,43.7543,94.6803,China
2023,43.3931,94.4579,China
-1,44.2403,92.629,China
2023,43.194,91.739,China
-1,42.9203,93.5064,China
2023,43.367,91.603,China
-1,43.194,91.739,China
-1,43.197,91.754,China
2022,43.4893,91.4732,China
2023,43.2425,91.7528,China
2012,43.3083,91.7001,China
2012,43.3112,91.664,China
2014,43.2761,91.6747,China
2019,43.2417,91.6501,China
2013,43.2716,91.8093,China
-1,43.283,91.751,China
2022,43.2001,91.7545,China
2012,43.1614,91.7958,China
2013,43.2069,91.8024,China
2014,42.4805,85.4633,China
2015,42.4805,85.4633,China
-1,42.4805,85.4633,China
2022,42.4805,85.4633,China
-1,42.9203,93.5064,China
2014,42.453,94.4222,China
2014,42.4334,94.5313,China
2013,42.4368,94.6523,China
2014,42.5692,94.632,China
2014,42.581,94.7234,China
2014,42.5397,94.6447,China
2016,42.4601,93.9027,China
2016,42.4805,85.4633,China
2015,42.3747,94.0098,China
2019,42.439,94.4434,China
2016,42.2269,93.9835,China
2016,42.1258,93.9954,China
-1,42.376,94.1495,China
2015,47.5178,86.2679,China
2013,47.4169,85.9248,China
2015,47.5172,85.9454,China
2023,47.651,85.679,China
-1,47.651,85.679,China
2023,45.479,84.761,China
-1,39.6786,74.7952,China
-1,43.758,90.5397,China
2024,44.444,90.681,China
-1,43.656,90.649,China
-1,43.656,90.649,China
2021,43.7979,90.5122,China
2021,43.7979,90.5122,China
2020,43.7979,90.5122,China
2020,43.7979,90.5122,China
2020,43.8318,90.2871,China
2015,44.4667,91.1167,China
2016,44.4667,91.1667,China
2016,44.498,91.1145,China
2021,43.8318,90.2871,China
2019,43.8318,90.2871,China
2015,44.5188,91.2067,China
2015,44.4699,90.6771,China
2015,44.4791,90.6748,China
2016,44.4791,90.6748,China
2020,43.8318,90.2871,China
2020,43.8318,90.2871,China
2016,44.4083,91.0833,China
2020,43.8318,90.2871,China
2020,44.4702,90.6774,China
2020,44.4702,90.6774,China
2020,43.8318,90.2871,China
2020,43.8318,90.2871,China
2020,43.8318,90.2871,China
2021,44.2589,91.1536,China
2022,43.8318,90.2871,China
2023,43.8318,90.2871,China
-1,44.292,90.627,China
-1,43.7427,83.722,China
2023,39.269,88.9033,China
2023,39.269,88.9033,China
2023,43.978,80.649,China
-1,44.0223,89.6202,China
-1,44.0223,89.6202,China
2016,44.5884,90.5296,China
2016,45.0884,90.5632,China
2020,44.4254,89.8779,China
2022,45.2501,90.4352,China
2020,45.1804,90.5624,China
2015,44.4254,89.8779,China
2021,44.4254,89.8779,China
2020,44.4254,89.8779,China
2021,44.0641,90.059,China
2020,45.0307,90.6802,China
2020,44.4254,89.8779,China
2020,44.4254,89.8779,China
-1,39.096,89.697,China
2014,39.1685,88.238,China
2014,39.1685,88.238,China
-1,39.306,88.787,China
2022,39.3263,88.8128,China
2023,39.096,89.697,China
2023,38.514,90.1556,China
-1,39.5139,90.4426,China
2018,44.2601,92.8174,China
2018,44.2406,93.3354,China
2015,43.1263,91.1416,China
2014,43.1622,90.8631,China
2014,43.1992,91.106,China
2015,43.1967,91.1278,China
2016,43.2498,91.222,China
2017,43.0624,89.7683,China
2016,43.1924,91.7134,China
2015,45.0908,90.5207,China
-1,46.1768,83.6142,China
2023,46.1768,83.6142,China
2012,46.2467,84.0942,China
2013,46.1885,84.2521,China
2012,46.2295,84.2305,China
2013,46.2301,84.2672,China
2009,46.3068,84.2326,China
2011,42.4805,85.4633,China
2013,46.2067,83.5696,China
2021,45.7477,83.3717,China
-1,39.2434,88.9007,China
2023,44.7063,94.0963,Mongolia
2015,43.0494,88.3236,China
2016,42.9397,88.615,China
2015,42.9333,89.2001,China
2015,43.0792,88.6028,China
2015,42.9386,88.5432,China
2016,42.7928,88.6538,China
2016,42.7928,88.6538,China
-1,45.722,83.429,China
-1,45.956,84.476,China
-1,45.768,83.674,China
2023,46.5254,83.627,China
2023,46.183,83.625,China
2013,43.0368,88.3237,China
2011,43.0016,88.583,China
2012,43.0272,88.538,China
2013,43.0024,88.5435,China
2013,42.9395,88.5381,China
2009,43.0639,88.595,China
2010,43.0692,88.555,China
2013,43.0811,88.5989,China
2013,46.1879,83.5078,China
2013,45.9271,83.618,China
2015,45.9369,83.6062,China
2014,46.1825,84.2014,China
2014,43.1764,91.3739,China
2014,43.0697,88.7764,China
2007,43.0736,88.7017,China
2008,43.0424,88.7215,China
2010,43.0424,88.7215,China
2013,43.077,88.701,China
-1,43.3619,88.2915,China
-1,43.4634,87.6611,China
2023,43.3619,88.2915,China
2023,43.3619,88.2915,China
-1,43.5336,87.9289,China
-1,43.5646,87.9066,China
-1,42.4805,85.4633,China
-1,43.4674,88.3705,China
-1,43.4674,88.3705,China
-1,43.3697,88.0488,China
-1,43.4492,88.0082,China
-1,43.4655,87.6601,China
-1,43.522,87.6605,China
-1,43.404,88.053,China
2014,43.6074,87.7827,China
2014,43.5839,87.9167,China
2023,43.556,87.889,China
2023,43.556,87.889,China
-1,43.5407,87.9404,China
-1,43.5407,87.9404,China
-1,43.5407,87.9404,China
2008,43.4902,87.7707,China
2009,43.4838,87.8094,China
2009,42.4805,85.4633,China
2009,42.4805,85.4633,China
2009,42.4805,85.4633,China
2012,43.4886,87.7327,China
2013,43.5056,87.7011,China
2015,43.3667,87.9501,China
2015,43.3667,88.0027,China
2015,43.464,87.6605,China
2022,43.5124,88.3275,China
2015,42.4805,85.4633,China
2020,45.1804,90.5624,China
-1,43.3661,82.6311,China
2023,43.9779,81.5276,China
-1,43.801,95.069,China
2015,43.8036,94.6226,China
2015,43.6073,94.6087,China
-1,43.748,94.93,China
2014,43.6532,94.6132,China
2014,43.6365,94.6411,China
2015,43.5613,94.9766,China
2014,43.7068,94.6579,China
2013,43.7159,94.9202,China
2013,43.7582,94.9879,China
2014,43.6306,94.7528,China
2015,45.6858,82.9069,China
-1,37.8711,109.4505,China
-1,39.0716,110.7791,China
-1,37.3625,108.7523,China
2016,24.6183,102.2038,China
-1,24.6183,102.2038,China
2015,24.9599,99.6109,China
2016,25.5856,101.3775,China
2016,25.5632,101.4382,China
-1,25.5632,101.4382,China
2008,25.5169,100.2546,China
2015,25.5942,100.4158,China
2015,25.5367,100.4292,China
2013,25.645,100.4236,China
2014,25.9667,99.5583,China
2014,25.9667,99.5583,China
2014,25.6599,100.3853,China
2012,25.476,100.3232,China
2013,25.4264,100.3404,China
2013,25.3701,100.3292,China
2008,25.548,100.1744,China
2010,25.5582,100.1571,China
2023,25.6152,101.3283,China
2015,25.7989,101.3362,China
2015,25.7275,101.4494,China
2024,25.7319,101.467,China
-1,26.0812,103.1883,China
-1,26.0812,103.1883,China
2015,26.0333,103.2917,China
2017,26.0804,103.3515,China
2011,26.0867,100.1025,China
2013,26.1145,99.9499,China
2015,26.1145,99.9499,China
2013,26.0864,99.8514,China
2011,26.1572,100.1017,China
2011,26.0632,100.145,China
2011,26.1711,100.1133,China
2011,26.0167,99.8667,China
2010,26.1033,100.1083,China
2011,25.9917,99.875,China
2014,26.2018,100.101,China
2013,22.1932,113.5501,China
2011,25.1667,102.4833,China
2015,25.2851,102.4082,China
2017,25.2259,102.4952,China
2013,25.2083,102.425,China
2023,25.6836,104.0978,China
2023,25.6836,104.0978,China
2016,25.8083,104.3333,China
2014,25.8083,104.3333,China
2023,25.6836,104.0978,China
2022,25.6836,104.0978,China
2023,25.6836,104.0978,China
2015,25.8083,104.3333,China
2023,23.3633,103.1554,China
-1,23.3633,103.1554,China
2015,23.3634,103.3716,China
-1,23.3634,103.3716,China
2016,26.5624,100.1751,China
2017,24.196,102.9204,China
2017,24.196,102.9204,China
2013,24.3143,102.8931,China
2022,24.4453,103.0397,China
-1,24.4453,103.0397,China
2016,25.9073,103.3204,China
2014,26.2201,103.1301,China
2023,26.4222,103.3046,China
-1,26.1733,103.4713,China
-1,26.4103,103.1623,China
2015,26.345,103.2292,China
2012,26.4437,100.0358,China
2012,26.4786,100.0218,China
2012,26.4044,99.5426,China
2012,26.5331,99.9967,China
2012,26.3333,99.5583,China
2016,23.7422,103.0675,China
2017,23.6408,103.4604,China
2015,23.5688,103.5607,China
2022,23.7673,103.6168,China
-1,23.7673,103.6168,China
2017,23.6815,103.525,China
2015,23.6006,103.5836,China
2022,23.7878,103.1613,China
-1,23.7878,103.1613,China
2016,23.6047,103.5371,China
-1,23.6047,103.5371,China
2016,25.0368,102.6715,China
2015,22.4701,100.0728,China
2020,26.6639,100.1089,China
2016,25.0446,101.5414,China
2014,25.3856,102.3424,China
2015,25.2689,102.3689,China
2016,24.8877,103.7358,China
2010,25.1199,103.8179,China
2011,25.0858,103.8442,China
2022,24.8811,104.3119,China
-1,25.1773,103.6643,China
2023,25.0996,104.1865,China
2015,25.799,102.6033,China
2012,24.475,103.8083,China
2012,24.5417,103.8667,China
2014,24.211,103.1119,China
2011,24.5171,103.8418,China
2013,24.535,103.764,China
2015,24.4833,103.8667,China
2023,24.5305,103.7701,China
2013,24.401,103.8583,China
2022,23.181,104.785,China
2023,23.181,104.785,China
2022,25.4351,103.578,China
-1,25.4351,103.578,China
2015,25.3425,103.4792,China
2014,22.0294,100.1078,China
2012,23.4833,103.4501,China
2016,24.1406,103.1886,China
2016,24.0832,103.1985,China
2016,24.1188,103.2335,China
2014,24.0747,103.234,China
2023,24.1932,103.4019,China
2014,23.555,101.7103,China
2017,25.555,101.6974,China
2012,25.2021,101.5198,China
2011,25.2957,101.4222,China
2016,25.1083,100.8917,China
2016,25.2303,101.3316,China
-1,25.0842,101.2546,China
2014,25.3301,101.3122,China
2020,27.3156,100.7613,China
-1,27.3156,100.7613,China
2012,27.2283,100.9362,China
2015,26.9464,103.1294,China
