YEAR,LATITUDE,LONGITUDE,COUNTRY
2016,30.5333,116.7833,China
2019,32.0001,117.0001,China
2024,33.0111,117.2599,China
2018,32.0001,117.0001,China
2020,32.0001,117.0001,China
2011,32.674,118.4318,China
2011,32.7069,118.4982,China
2014,32.5447,118.5764,China
2011,32.4675,118.4985,China
2011,32.6956,118.4963,China
2018,32.0001,117.0001,China
2020,32.5723,118.5091,China
-1,32.2138,118.6432,China
-1,33.767,116.7935,China
2017,32.0001,117.0001,China
-1,33.7569,117.5612,China
-1,34.0044,117.4814,China
2020,33.5627,117.4089,China
2020,33.6384,117.6387,China
-1,33.6211,116.5776,China
-1,33.6211,116.5776,China
-1,33.0081,116.1214,China
2024,33.3301,116.0367,China
2022,33.2017,115.9697,China
2024,33.1554,115.9345,China
2021,32.0001,117.0001,China
2022,33.8021,116.595,China
2021,32.0001,117.0001,China
-1,33.3274,116.6962,China
2020,32.0001,117.0001,China
-1,33.045,116.7263,China
-1,33.0399,116.5766,China
2023,32.0001,117.0001,China
2020,32.0001,117.0001,China
2020,32.0001,117.0001,China
2022,33.3285,116.3306,China
-1,33.3438,116.4269,China
2020,32.0001,117.0001,China
2021,33.4216,116.6958,China
2011,32.7042,118.3717,China
2017,32.591,118.1836,China
2013,32.7519,118.2422,China
2015,32.2372,117.937,China
2015,32.0001,117.0001,China
2023,32.9848,116.759,China
2020,33.6867,115.9033,China
2022,33.6351,115.6653,China
-1,33.8072,115.7913,China
-1,33.1399,115.7182,China
2015,32.1357,118.0489,China
2015,32.0001,117.0001,China
2016,32.1812,117.9576,China
2016,32.0501,118.1167,China
2021,32.0001,117.0001,China
-1,32.0001,117.0001,China
2015,32.0001,117.0001,China
2018,31.1276,116.8436,China
2020,33.617,116.7772,China
-1,33.6963,116.5592,China
2023,33.4941,116.8714,China
2019,32.0001,117.0001,China
2020,33.5936,116.7027,China
2024,33.5955,116.7013,China
2023,33.3628,116.8546,China
2013,29.9739,116.3831,China
2015,32.0001,117.0001,China
2021,32.0001,117.0001,China
2023,30.079,116.5459,China
2019,33.9917,117.1501,China
2023,33.7925,117.1809,China
-1,33.7808,117.3281,China
2014,30.2623,116.4008,China
2012,32.7536,119.1325,China
2018,32.745,119.1487,China
2015,31.3256,116.9604,China
-1,30.1585,116.8367,China
2016,32.0001,117.0001,China
2019,32.0001,117.0001,China
2017,32.0001,117.0001,China
-1,33.2983,117.8966,China
-1,33.2983,117.8966,China
2023,31.3231,117.8948,China
2016,31.4692,117.8008,China
2017,31.325,117.6667,China
2016,31.4833,117.8428,China
2014,31.3283,117.6622,China
2013,32.5747,118.4993,China
2016,34.1788,116.8985,China
-1,29.4929,118.2793,China
2018,31.1994,118.9103,China
2014,31.1872,118.8913,China
-1,31.0516,118.8592,China
2022,32.6038,116.5061,China
-1,33.741,117.1532,China
2014,33.8463,116.9829,China
2017,33.8832,117.0528,China
2023,33.3611,117.052,China
-1,33.3561,117.0456,China
2015,32.0001,117.0001,China
-1,30.7561,117.3555,China
2021,40.227,115.897,China
2015,40.3006,115.7599,China
2008,40.3222,115.6249,China
2009,40.335,115.6556,China
2009,40.3381,115.5939,China
2020,29.9908,107.998,China
2020,29.9863,107.9942,China
2020,29.8893,107.8228,China
2015,29.5667,107.8083,China
2022,29.8646,107.723,China
2018,30.6586,109.444,China
2019,29.5249,107.5266,China
-1,29.6609,107.2553,China
-1,29.1628,107.1137,China
-1,29.2553,107.3018,China
2024,29.0768,107.9268,China
2023,25.4486,111.9017,China
2024,29.4788,108.8149,China
2015,30.1557,108.4442,China
2020,30.2496,108.4886,China
2021,30.0019,108.1091,China
2018,30.1327,108.0942,China
2013,29.9901,108.4361,China
2022,30.0019,108.1091,China
-1,30.0944,108.2927,China
-1,30.0944,108.2927,China
2014,28.795,106.945,China
2016,30.5167,108.8501,China
2019,29.1994,107.4287,China
2009,29.4458,107.4473,China
-1,31.4081,109.0573,China
2015,24.8979,118.1497,China
2018,24.935,117.9207,China
2018,24.9694,117.9278,China
2021,25.9908,119.713,China
2012,25.7179,119.5947,China
2021,25.7961,119.7435,China
2020,25.5293,116.0658,China
2006,23.6083,117.3917,China
2009,23.5958,117.3994,China
2020,26.545,117.8428,China
2020,26.545,117.8428,China
2009,25.4891,119.6019,China
2012,25.4974,119.5784,China
2021,25.5361,119.6158,China
2014,26.545,117.8428,China
2009,25.5703,113.548,China
2012,25.5676,119.5499,China
2020,26.545,117.8428,China
2020,26.545,117.8428,China
2019,25.4188,119.5581,China
2011,25.3913,119.5301,China
2013,26.545,117.8428,China
2020,26.545,117.8428,China
2018,25.3578,119.5656,China
2020,25.4977,119.3717,China
2012,25.4708,119.4778,China
2013,25.4668,119.4962,China
2016,26.4742,118.8807,China
2020,26.4798,118.8923,China
2023,25.5258,119.1843,China
2018,26.545,117.8428,China
2019,25.0264,118.9077,China
2013,24.9576,119.0172,China
2021,26.545,117.8428,China
2019,26.7394,116.6611,China
2020,26.7021,119.3022,China
2014,24.5596,118.6444,China
2020,26.545,117.8428,China
2020,25.5071,116.7061,China
2019,26.545,117.8428,China
2012,26.3356,119.8984,China
2017,26.545,117.8428,China
2016,26.3344,119.8925,China
-1,26.254,120.393,China
2018,24.3233,118.039,China
2013,24.3178,118.0767,China
2013,24.2861,118.1018,China
2015,24.2922,118.0456,China
2016,24.3097,118.0389,China
2018,25.8413,119.3736,China
2018,25.8414,119.3735,China
2020,26.545,117.8428,China
2020,26.545,117.8428,China
2019,24.8375,118.2589,China
2018,24.9172,118.1611,China
2019,26.545,117.8428,China
2026,26.8301,120.2797,China
2019,26.545,117.8428,China
2021,26.545,117.8428,China
2024,25.5999,119.8501,China
2021,25.6489,119.6931,China
2013,25.6456,119.755,China
2020,26.545,117.8428,China
2021,25.4716,119.6548,China
2023,25.6514,119.8915,China
2013,25.6439,119.1272,China
2019,25.2916,119.3026,China
2012,25.2284,119.1589,China
2012,25.3039,119.2076,China
2012,25.3049,119.1964,China
2016,25.5444,119.2297,China
2005,25.219,119.4953,China
2011,25.2047,119.4917,China
2011,25.2047,119.4916,China
2020,25.2647,119.4756,China
-1,25.2604,119.5087,China
2016,25.1556,119.3852,China
2021,25.1678,119.2127,China
2022,25.1294,119.3575,China
2021,25.1678,119.2127,China
2018,25.3253,118.9097,China
2013,25.585,119.1392,China
2009,25.2648,119.3538,China
2012,25.2564,119.3314,China
2009,25.2102,119.2898,China
2012,25.1965,119.2717,China
2016,25.2272,119.4611,China
2016,25.2003,119.1975,China
2016,25.1768,119.524,China
2011,25.1772,119.109,China
2021,25.2919,119.3564,China
2013,25.5217,118.6222,China
2018,25.2255,118.799,China
2019,25.5677,118.8842,China
2011,26.7197,120.125,China
2018,26.5883,120.1514,China
2014,26.6456,120.1014,China
2018,26.545,117.8428,China
2015,26.545,117.8428,China
2015,25.2762,119.2905,China
2020,25.2794,119.2618,China
2021,26.545,117.8428,China
2019,26.545,117.8428,China
2018,24.6447,116.9514,China
2020,26.545,117.8428,China
2013,23.8611,117.4914,China
2016,23.8175,117.4436,China
2020,26.545,117.8428,China
2019,26.545,117.8428,China
2008,23.9436,117.7629,China
2008,23.954,117.7724,China
-1,23.9402,117.7415,China
2024,22.7333,118.0333,China
2024,23.917,118.183,China
2012,23.7667,117.1333,China
2019,27.3791,119.1762,China
2023,39.1874,94.2218,China
2023,39.1874,94.2218,China
2011,39.1874,94.2451,China
2013,39.2223,94.1933,China
2021,35.4642,104.3443,China
2021,35.3867,104.9083,China
2022,35.3867,104.9083,China
-1,39.9923,98.9056,China
2024,35.3049,107.029,China
-1,35.3049,107.029,China
-1,38.499,101.022,China
-1,34.076,104.592,China
-1,35.5821,104.634,China
-1,40.1463,94.6366,China
-1,40.1463,94.6366,China
-1,34.7293,105.3408,China
2022,34.6265,105.2812,China
-1,39.1707,100.835,China
-1,39.1707,100.835,China
2024,39.1707,100.835,China
-1,39.1707,100.835,China
-1,39.3835,99.8224,China
-1,39.3835,99.8224,China
-1,39.844,99.394,China
-1,39.7303,99.2772,China
2022,40.7933,96.1881,China
2022,38.0001,102.0001,China
2021,38.0001,102.0001,China
2021,38.0001,102.0001,China
2015,40.8356,96.3062,China
2021,38.0001,102.0001,China
2022,38.0001,102.0001,China
2015,38.0001,102.0001,China
2021,40.7933,96.1881,China
2015,38.0001,102.0001,China
2014,40.8003,96.4627,China
2015,40.7933,96.1881,China
2022,38.0001,102.0001,China
2023,38.0001,102.0001,China
-1,38.0001,102.0001,China
2014,40.8145,96.7096,China
2022,38.0001,102.0001,China
2014,40.8126,96.6148,China
2008,40.6829,95.6119,China
2009,40.7153,95.6103,China
2010,40.6381,95.6262,China
2009,40.6381,95.6564,China
-1,40.997,95.563,China
-1,40.8356,96.3062,China
2011,40.6025,95.8037,China
2011,40.709,96.209,China
2011,40.709,96.2805,China
2011,40.7336,95.7512,China
2011,40.6556,95.7611,China
2021,38.0001,102.0001,China
2022,40.5414,95.8101,China
2015,38.0001,102.0001,China
2011,40.5889,95.8575,China
2011,40.5889,95.8856,China
2014,40.7227,96.0352,China
-1,40.891,95.993,China
2022,40.891,95.993,China
2014,40.7332,95.2453,China
2011,40.705,95.5375,China
2011,40.7101,95.4625,China
2011,40.7119,95.3875,China
2011,40.7501,95.3417,China
2011,40.6689,95.5667,China
2011,40.6357,95.4625,China
2010,40.6376,95.3875,China
2011,40.6396,95.3125,China
2014,40.6969,95.2453,China
2016,40.9312,95.5676,China
2010,38.0001,102.0001,China
2011,40.6146,96.7967,China
2012,40.6146,96.8732,China
2011,40.6306,96.9498,China
2023,41.551,95.249,China
2022,36.3932,108.3431,China
2022,36.5477,108.1958,China
-1,36.381,106.592,China
2015,36.509,106.5757,China
2012,36.9167,111.6306,China
2013,36.9408,106.6656,China
2014,36.925,106.6083,China
2016,36.925,106.7083,China
2015,37.0687,106.6553,China
-1,35.2192,106.6501,China
2022,35.723,105.048,China
2015,35.5255,104.9991,China
2022,38.5255,102.199,China
2013,38.7892,102.2125,China
2015,38.6869,102.2615,China
2015,38.6869,102.2615,China
2014,38.7718,102.2391,China
2022,38.662,102.2932,China
-1,35.483,105.781,China
-1,35.444,105.507,China
2024,36.8087,104.2402,China
2013,37.175,104.1333,China
2011,37.0396,104.0866,China
2013,36.9966,104.097,China
2012,37.0839,104.0022,China
2012,37.0543,104.009,China
2015,37.134,103.8614,China
2022,37.5425,103.8887,China
2012,37.1001,103.9667,China
2008,37.114,103.9584,China
2022,37.5425,103.8887,China
2015,37.1697,103.9348,China
-1,36.611,104.573,China
2022,36.886,104.9855,China
2022,36.9659,104.9396,China
2022,36.95,104.9295,China
-1,36.9074,104.9113,China
-1,36.9074,104.9113,China
2022,36.8748,105.023,China
-1,37.0144,104.8792,China
-1,36.8663,105.2261,China
2015,36.8551,105.1043,China
2016,36.8405,105.0581,China
2014,36.8094,105.0725,China
2016,36.7829,105.0599,China
-1,40.298,99.089,China
-1,39.695,98.535,China
2021,35.5416,106.6819,China
-1,35.5425,106.6728,China
2024,39.296,100.2903,China
-1,39.2842,100.2899,China
2021,38.0001,102.0001,China
-1,39.3392,100.1008,China
2023,39.3392,100.1008,China
-1,34.4547,105.2078,China
-1,34.4547,105.2078,China
-1,33.579,104.8687,China
-1,35.1827,104.5787,China
2020,38.0001,102.0001,China
2021,38.0001,102.0001,China
-1,34.7198,105.513,China
-1,38.6254,103.0928,China
2023,38.6254,103.0928,China
-1,38.9441,102.4669,China
2015,39.0309,102.1608,China
2016,38.9989,102.2869,China
2016,38.9753,102.4011,China
2013,39.0379,102.0658,China
2015,38.6893,102.2848,China
2013,39.0601,102.0014,China
2011,39.0443,102.0272,China
2016,38.8233,102.6355,China
2023,34.3172,104.5614,China
2008,36.9406,104.7528,China
2013,36.9832,104.7782,China
2022,36.7311,104.8133,China
2022,36.4545,105.2978,China
2022,36.6281,105.1752,China
-1,38.499,101.022,China
2023,34.8478,106.0056,China
2020,34.8518,106.0076,China
-1,34.7755,106.4086,China
2023,38.0001,102.0001,China
2023,38.0001,102.0001,China
-1,36.4635,106.6114,China
-1,36.9099,106.7063,China
-1,36.6247,106.8226,China
-1,36.3749,106.5927,China
-1,36.572,107.3167,China
-1,36.572,107.3167,China
-1,36.572,107.3167,China
-1,36.572,107.3167,China
-1,36.572,107.3167,China
-1,36.2385,107.3185,China
2021,34.3631,105.5747,China
2022,34.4499,105.3607,China
2023,38.4459,101.4925,China
2016,37.3404,103.5872,China
2022,41.8101,97.0287,China
2024,41.531,97.094,China
2021,38.0001,102.0001,China
2021,41.8102,97.0269,China
2023,41.829,97.029,China
2011,41.7604,96.9118,China
2015,39.0443,102.0272,China
2021,38.0001,102.0001,China
2021,38.0001,102.0001,China
2021,38.0001,102.0001,China
2022,41.8101,97.0287,China
-1,41.242,96.895,China
2023,41.312,96.902,China
-1,38.275,103.214,China
-1,38.275,103.214,China
-1,34.6298,105.3851,China
-1,37.119,108.528,China
2022,34.9892,106.1873,China
-1,36.9719,103.1405,China
2024,36.9847,103.1453,China
-1,36.9847,103.1453,China
2015,37.0994,103.6018,China
2021,38.0001,102.0001,China
2021,38.0001,102.0001,China
2016,35.375,105.1833,China
2021,38.0001,102.0001,China
2021,38.0001,102.0001,China
2013,35.4253,105.0272,China
2013,35.3805,105.0227,China
2021,38.0001,102.0001,China
2020,38.0001,102.0001,China
2023,38.0001,102.0001,China
-1,35.1364,104.2154,China
2021,34.721,104.8994,China
2014,38.411,101.6282,China
2012,38.4145,101.5606,China
2022,38.2401,101.9701,China
2021,36.966,103.3553,China
2023,36.966,103.3553,China
2007,40.1794,97.1354,China
-1,40.3034,97.0488,China
2010,40.1994,96.9079,China
2013,40.3133,96.9078,China
2013,40.369,96.8854,China
2011,40.2885,96.8722,China
2011,40.205,96.8501,China
2012,40.1293,96.8114,China
2013,40.0841,96.7843,China
2013,40.0143,96.7164,China
-1,40.035,97.448,China
2011,40.1597,96.9362,China
2009,40.2014,97.0319,China
2009,40.1968,96.9804,China
2019,38.0001,102.0001,China
2011,40.0525,96.9287,China
2011,40.0528,96.8995,China
2014,40.0492,96.8608,China
2024,40.751,97.826,China
-1,40.3034,97.0488,China
-1,40.0158,97.427,China
2014,40.5136,97.2734,China
2022,40.5864,97.3158,China
2013,40.2269,97.1871,China
2023,40.533,97.425,China
2015,40.6738,96.9601,China
2011,38.0001,102.0001,China
2013,38.0001,102.0001,China
2021,38.0001,102.0001,China
2021,40.4698,97.3354,China
2022,38.0001,102.0001,China
2008,40.1829,96.9471,China
2013,40.2184,97.1625,China
2014,40.2661,97.1651,China
-1,39.882,97.8315,China
2011,40.1521,96.9655,China
-1,35.041,106.183,China
2016,35.1224,106.2928,China
2023,34.9892,106.1873,China
2013,39.3436,100.7964,China
2015,39.3514,100.8328,China
2009,23.0993,116.4332,China
2011,23.1283,116.3722,China
2009,23.1083,116.4806,China
2017,23.1358,113.1983,China
2019,23.1358,113.1983,China
2013,23.9572,114.891,China
-1,23.8706,113.5276,China
2020,23.9336,113.7122,China
2019,23.7228,112.633,China
-1,23.7228,112.633,China
2024,23.596,112.249,China
2016,23.1358,113.1983,China
2015,22.7487,114.964,China
2022,23.1358,113.1983,China
2016,23.0131,116.03,China
2005,23.0149,116.5275,China
2009,23.097,116.4923,China
2010,23.0381,116.2994,China
2021,22.2935,114.9965,China
2023,22.302,114.9735,China
2023,22.3179,114.9457,China
2020,23.1358,113.1983,China
2020,23.1358,113.1983,China
2022,22.9356,116.3125,China
2021,22.6527,116.2684,China
2023,22.693,116.421,China
2021,23.1358,113.1983,China
2017,23.1358,113.1983,China
2011,20.7885,110.3852,China
2016,20.593,110.1806,China
2019,23.1358,113.1983,China
2017,23.1358,113.1983,China
2024,24.387,112.093,China
2024,24.5608,112.0785,China
2025,24.335,112.165,China
2025,24.293,112.176,China
2019,23.1358,113.1983,China
-1,23.1358,113.1983,China
2020,23.1358,113.1983,China
2020,23.1358,113.1983,China
2013,25.1167,112.5333,China
2014,25.0465,112.4718,China
2014,25.4693,112.0641,China
2012,25.1139,112.5944,China
2021,24.1613,115.138,China
2013,22.8665,115.7708,China
2009,22.8101,115.9301,China
2015,23.0912,115.4512,China
2016,23.0856,115.7846,China
2015,21.8436,111.0744,China
2013,21.6124,111.367,China
2016,21.6092,111.1971,China
2014,21.8362,110.5806,China
2014,22.3349,111.251,China
-1,22.4466,111.0187,China
2012,22.2794,111.4282,China
2014,21.8362,111.0806,China
2007,23.4501,117.1001,China
2009,23.4202,117.091,China
2013,23.4167,117.0513,China
2010,23.4501,117.1001,China
2021,23.2755,117.049,China
2023,23.395,117.2852,China
2016,23.1358,113.1983,China
2018,23.1358,113.1983,China
2020,23.1358,113.1983,China
2021,25.257,114.013,China
2020,23.1358,113.1983,China
2021,23.1358,113.1983,China
2020,23.1358,113.1983,China
-1,23.7172,112.7921,China
2016,23.6397,117.1464,China
2016,23.5397,116.996,China
2023,23.6381,117.1053,China
-1,24.7762,113.2783,China
-1,24.7762,113.2783,China
-1,24.7762,113.2783,China
-1,24.7762,113.2783,China
-1,24.7762,113.2783,China
2010,23.4353,117.0986,China
2024,22.6525,117.4932,China
2014,22.8752,115.7151,China
2021,22.6957,115.996,China
2022,22.5865,116.0901,China
2022,22.591,116.171,China
-1,24.7762,113.2783,China
-1,24.8093,113.6028,China
2020,23.1358,113.1983,China
2020,23.1358,113.1983,China
-1,24.8093,113.6028,China
2019,24.086,113.9956,China
2024,21.1479,109.7463,China
2011,21.9425,112.6517,China
2011,21.9567,112.7125,China
2010,21.6157,112.7776,China
2010,21.6361,112.7781,China
2011,21.9267,112.525,China
2011,21.6597,112.5936,China
-1,24.189,114.014,China
2017,23.1358,113.1983,China
2017,23.1358,113.1983,China
2017,20.5022,110.4694,China
2016,23.1358,113.1983,China
2016,20.4667,110.1833,China
2013,20.2751,109.9661,China
2015,20.4667,110.225,China
2016,20.4892,110.4947,China
2016,20.4683,110.3127,China
2016,20.5483,110.2108,China
2019,20.3922,110.1719,China
2020,20.4484,110.1273,China
-1,20.4484,110.1273,China
2024,20.6023,110.3561,China
2020,23.1358,113.1983,China
2009,20.6287,110.481,China
2016,20.5039,110.2344,China
2020,23.1358,113.1983,China
2018,23.1358,113.1983,China
2016,23.1358,113.1983,China
2014,23.1358,113.1983,China
2012,21.7975,112.2652,China
2024,21.111,112.225,China
2024,21.0198,112.226,China
2011,23.1358,113.1983,China
2023,23.1358,113.1983,China
2021,21.414,112.211,China
2020,21.5486,112.1877,China
2021,21.2405,111.6085,China
2023,21.4804,111.4686,China
-1,20.9835,111.6092,China
2024,21.4804,111.4686,China
2022,21.3201,111.489,China
2024,20.9114,111.6015,China
2024,20.8267,111.6015,China
2024,20.9912,111.4957,China
2024,20.8155,111.4957,China
-1,21.1569,111.915,China
2021,21.358,111.6085,China
2021,21.5204,111.4614,China
2021,21.3201,111.489,China
2021,21.274,111.604,China
2021,21.3001,111.604,China
2021,21.326,111.604,China
2012,21.7768,112.2654,China
2021,23.1358,113.1983,China
2021,23.1358,113.1983,China
2020,23.1358,113.1983,China
2021,23.1358,113.1983,China
2011,21.5765,111.6436,China
2013,23.1358,113.1983,China
2011,21.6458,111.6614,China
-1,21.6813,111.5019,China
2013,22.6222,111.1872,China
2013,22.3794,111.9603,China
2016,21.1872,110.6056,China
2019,20.5539,110.6238,China
2021,20.5829,110.6439,China
2021,20.7098,110.5521,China
2022,20.6295,110.7712,China
2024,20.5714,110.5553,China
-1,23.8601,112.4143,China
2011,21.924,113.2638,China
2021,22.1384,113.8248,China
2021,22.1161,113.7236,China
2008,22.1161,113.5022,China
2021,21.9075,113.437,China
-1,23.573,107.148,China
2022,23.6518,107.5036,China
-1,23.919,107.032,China
-1,23.6393,106.5222,China
2012,22.868,110.2316,China
-1,22.9792,108.9924,China
-1,23.0267,108.7573,China
-1,22.9787,108.9943,China
2020,24.0001,109.0001,China
2021,24.0001,109.0001,China
-1,24.0001,109.0001,China
2020,24.0001,109.0001,China
-1,22.335,109.9583,China
2018,24.0001,109.0001,China
-1,22.2722,109.9776,China
2021,21.8924,109.8342,China
2021,21.851,109.9219,China
-1,21.8736,109.8234,China
2024,22.1403,110.0928,China
2020,23.5698,110.9998,China
-1,23.5712,110.9999,China
2020,24.0001,109.0001,China
2023,24.0001,109.0001,China
2020,22.7632,111.0047,China
2020,24.0001,109.0001,China
2020,22.7631,111.0049,China
2024,22.9039,110.9058,China
2024,23.9786,107.6564,China
2024,22.8967,107.3174,China
2024,24.4776,107.5342,China
-1,24.5183,107.364,China
-1,21.755,108.2487,China
2024,21.7228,108.118,China
-1,21.8702,108.3445,China
-1,21.773,108.3541,China
-1,21.8617,108.4581,China
-1,21.559,108.137,China
-1,24.5937,107.197,China
-1,24.5514,107.253,China
2018,25.059,111.3268,China
2017,25.1037,111.3286,China
2017,24.7346,111.2476,China
2017,24.7014,111.3367,China
2015,24.7833,111.2683,China
2017,25.1037,111.3286,China
-1,22.5836,110.0562,China
-1,22.5836,110.0562,China
2019,23.2444,109.5361,China
-1,23.0731,109.6057,China
2019,22.842,109.7264,China
2020,22.842,109.7264,China
-1,24.9494,110.7948,China
2020,24.0001,109.0001,China
2015,24.9008,110.7939,China
2016,24.9501,110.8917,China
2016,24.9833,110.8667,China
2016,25.5333,110.9501,China
2019,25.6597,111.3054,China
2022,23.0545,109.3971,China
2020,24.0001,109.0001,China
-1,25.2474,110.1912,China
-1,25.2981,107.4048,China
-1,22.8334,109.2376,China
2015,22.8984,108.8674,China
2020,24.0001,109.0001,China
2022,21.7677,109.2374,China
2022,21.8045,109.0495,China
-1,21.634,108.9651,China
2022,23.8097,108.8881,China
2019,24.0001,109.0001,China
2020,24.0001,109.0001,China
-1,25.3989,108.5116,China
-1,24.864,108.2377,China
2020,23.9816,109.7004,China
-1,23.9734,109.6991,China
2021,24.6296,106.3641,China
2022,24.678,106.4303,China
2021,24.0001,109.0001,China
-1,25.3071,110.5659,China
2021,25.3702,110.5211,China
-1,25.3702,110.5211,China
2020,25.4678,110.3903,China
-1,25.572,110.3761,China
-1,22.4295,109.2975,China
2020,24.0001,109.0001,China
2020,24.0001,109.0001,China
-1,22.5248,109.402,China
-1,22.4295,109.2975,China
-1,24.1644,106.5985,China
-1,24.5104,106.5344,China
-1,24.5291,109.2613,China
-1,24.7386,109.0481,China
-1,24.1398,109.016,China
-1,24.6578,109.243,China
-1,24.3868,109.5674,China
-1,24.3043,109.0137,China
-1,24.7841,105.3467,China
-1,24.651,105.1107,China
2016,26.125,110.0633,China
2020,26.085,110.0517,China
-1,23.1764,111.3592,China
-1,24.4918,109.7345,China
2023,24.6567,109.798,China
-1,24.4918,109.7345,China
-1,24.4918,109.7345,China
-1,24.6799,109.6971,China
2020,23.4906,108.0936,China
2020,23.7145,108.181,China
-1,23.4917,107.9083,China
-1,24.9758,107.5423,China
2021,22.9296,108.0153,China
2023,23.3879,105.8316,China
-1,23.3879,105.8316,China
2022,24.0001,109.0001,China
-1,21.9092,107.4323,China
-1,24.0001,109.0001,China
2020,24.4578,110.9982,China
2020,23.695,110.403,China
2020,24.0001,109.0001,China
2020,23.6048,110.4295,China
2021,24.0001,109.0001,China
-1,22.2691,109.5447,China
-1,22.2691,109.5447,China
2019,22.1092,109.3402,China
2020,24.0001,109.0001,China
2022,24.0001,109.0001,China
-1,22.3025,108.6763,China
-1,22.3028,108.6764,China
-1,22.3333,108.7667,China
2023,22.1283,108.8083,China
-1,22.174,108.326,China
2020,22.0542,108.7288,China
2022,22.0542,108.7288,China
2024,22.0382,108.8533,China
-1,21.858,108.767,China
-1,21.7428,108.8179,China
-1,21.7428,108.8179,China
-1,21.8317,108.7811,China
2021,24.0001,109.0001,China
2022,24.0001,109.0001,China
2024,21.9448,108.6577,China
-1,22.0567,108.7266,China
-1,21.9132,108.5116,China
-1,22.126,108.4536,China
-1,21.9398,108.6641,China
-1,21.8785,109.0289,China
-1,22.4295,109.2975,China
-1,26.026,111.1338,China
-1,26.0389,110.9983,China
2019,24.0001,109.0001,China
2020,26.2212,110.7213,China
2022,26.1547,110.8767,China
2017,26.1501,110.8999,China
-1,26.0868,111.2071,China
-1,25.8226,111.2958,China
2020,24.9633,109.3949,China
2020,24.9633,109.3949,China
2023,25.0271,109.4385,China
2023,24.9633,109.3949,China
2023,25.1507,109.5259,China
2023,25.1507,109.5259,China
2023,25.1501,109.5263,China
-1,25.2261,109.3938,China
-1,25.5562,109.6117,China
-1,25.069,109.2524,China
-1,25.2483,108.8453,China
-1,25.5565,108.7438,China
2021,24.0001,109.0001,China
-1,25.2796,109.2159,China
2020,25.239,109.0834,China
-1,25.4107,108.8767,China
-1,25.069,109.2524,China
-1,25.2161,109.2041,China
-1,25.069,109.2524,China
2020,25.239,109.0834,China
2022,25.1072,109.1375,China
2015,22.7244,110.7775,China
-1,25.8829,109.5615,China
2020,25.8591,109.4901,China
-1,25.7836,109.608,China
-1,25.9508,109.4765,China
-1,25.9738,109.6708,China
-1,25.9574,109.4756,China
-1,25.7804,109.4323,China
-1,25.2161,109.2041,China
2020,24.0001,109.0001,China
2024,23.9623,110.4327,China
-1,23.8899,110.5546,China
-1,23.8899,110.5546,China
2022,23.8262,110.8076,China
2022,23.6561,110.8892,China
2023,23.0143,110.0131,China
-1,23.8868,110.4076,China
-1,23.8872,110.4071,China
-1,23.2274,110.8221,China
-1,24.9994,107.1737,China
2021,24.0001,109.0001,China
2024,23.1603,106.9789,China
2019,23.0073,106.9778,China
2022,23.6702,107.3352,China
-1,23.8551,107.152,China
2022,24.4244,106.0884,China
2023,24.4244,106.0884,China
2019,23.1125,108.4401,China
2021,24.0001,109.0001,China
-1,23.5889,109.6523,China
2022,24.0001,109.0001,China
2020,24.0001,109.0001,China
2021,24.0001,109.0001,China
-1,24.0001,109.0001,China
2021,24.0335,108.9099,China
-1,24.0186,108.8561,China
2017,24.0001,109.0001,China
2017,25.6027,110.675,China
-1,25.5344,110.6145,China
2018,24.0001,109.0001,China
2018,24.0001,109.0001,China
2017,25.508,110.5432,China
2018,24.0001,109.0001,China
2017,24.0001,109.0001,China
2018,24.0001,109.0001,China
2020,24.0001,109.0001,China
-1,25.6244,110.5797,China
2015,25.5146,110.5709,China
2015,25.5167,110.5833,China
-1,23.7401,109.244,China
-1,23.0608,108.6865,China
-1,22.858,108.3676,China
-1,24.0001,109.0001,China
-1,24.0001,109.0001,China
2020,22.7348,109.8695,China
2022,22.8344,108.2925,China
-1,24.8469,110.0717,China
2020,24.9732,109.9817,China
2022,22.4674,108.5771,China
2020,22.1825,110.0311,China
-1,22.3936,110.3097,China
2020,22.5863,110.3376,China
-1,24.6451,111.3637,China
-1,26.0221,110.4664,China
-1,26.0086,110.4685,China
-1,25.9436,110.6322,China
2011,26.1642,110.5211,China
2013,26.1582,110.4879,China
2024,26.0917,110.5542,China
2020,24.0001,109.0001,China
2021,24.0001,109.0001,China
-1,25.9862,110.4867,China
2025,25.1142,105.4408,China
2025,25.2156,105.3384,China
-1,27.6837,106.5104,China
-1,27.6422,106.6701,China
2021,27.6099,106.5375,China
-1,27.6062,106.3432,China
-1,24.7039,105.8072,China
-1,24.8179,105.9395,China
2021,25.1349,105.7271,China
-1,24.8649,105.7681,China
-1,24.8854,105.6651,China
-1,24.9297,105.6559,China
-1,24.9823,105.8137,China
-1,25.8021,108.9459,China
2020,25.9172,109.0966,China
2020,25.4773,108.547,China
-1,26.3701,107.2249,China
-1,27.1618,105.6008,China
-1,27.0401,105.6675,China
-1,27.3662,105.824,China
-1,28.8522,107.617,China
-1,25.6796,107.5658,China
2017,25.828,107.5409,China
-1,26.0649,107.4076,China
2016,26.6881,107.2936,China
2016,26.1843,107.3417,China
-1,26.0649,107.4076,China
-1,25.9501,105.6188,China
2015,25.8419,105.5138,China
2014,26.5007,107.3178,China
2014,26.434,107.3096,China
