Capacity (MW),Status,Start Year,Latitude,Longitude
88.5,Construction,2023.0,11.9917,-71.6769
267.9,Construction,-1.0,11.7165,-72.2653
23.6,Construction,2023.0,10.8291,-75.0347
100.0,Operating,2022.0,6.9561,-71.1012
201.0,Operating,-1.0,11.9917,-71.6769
825.0,Accounced,2032.0,11.1283,-74.8666
825.0,Accounced,2032.0,11.2484,-74.2281
20.0,Operating,2022.0,12.2195,-72.0687
414.4,Construction,2024.0,11.3804,-72.2256
199.0,Operating,2022.0,11.7774,-72.4471
362.0,Operating,2021.0,11.9917,-71.6769
125.0,Operating,2021.0,5.4918,-73.4853
103.0,Operating,2022.0,10.7773,-72.7986
150.0,Accounced,2025.0,10.7692,-73.0019
60.0,Operating,2021.0,10.6524,-75.2707
12.0,Operating,2022.0,11.9917,-71.6769
20.0,Operating,-1.0,10.5215,-84.9822
21.0,Operating,2019.0,10.2987,-85.5565
20.0,Operating,-1.0,10.5215,-84.9822
50.0,Operating,2014.0,10.4374,-84.9123
50.0,Operating,2010.0,10.7261,-85.2692
13.0,Operating,2011.0,9.7794,-83.9946
20.0,Operating,-1.0,10.7028,-85.2511
24.0,Operating,1997.0,10.5877,-85.0356
50.0,Operating,2015.0,10.8717,-85.4407
20.0,Operating,2002.0,10.5371,-84.9997
23.0,Operating,1996.0,10.5259,-84.9856
21.0,Operating,2015.0,10.4881,-85.0048
15.0,Operating,2012.0,9.8817,-84.1872
20.0,Operating,-1.0,10.4304,-84.9456
12.0,Operating,2016.0,10.5005,-84.9631
20.0,Operating,-1.0,10.4304,-84.9456
51.0,Construction,2023.0,21.2681,-76.3998
50.0,Construction,2023.0,21.2359,-76.3222
50.0,Construction,2024.0,21.1153,-75.7618
51.0,Accounced,2030.0,22.2658,-78.6199
15.0,Operating,2012.0,12.1749,-68.8662
15.0,Operating,2012.0,12.2315,-69.0207
17.0,Operating,2017.0,12.2315,-69.0207
50.0,Operating,2019.0,19.6932,-71.2212
50.0,Operating,-1.0,19.8753,-71.4999
50.0,Operating,2016.0,17.8983,-71.2451
48.0,Operating,2018.0,17.9785,-71.3388
25.2,Operating,2011.0,17.8842,-71.2705
52.0,Operating,2013.0,17.8842,-71.2705
48.0,Operating,2019.0,19.8802,-70.8223
50.0,Construction,-1.0,19.8431,-70.9553
34.0,Operating,2019.0,18.2643,-70.4909
50.0,Operating,2019.0,19.7845,-71.3396
48.0,Construction,-1.0,19.7727,-70.6962
46.0,Operating,-1.0,19.7446,-70.4178
80.0,Accounced,-1.0,-3.9309,-79.2653
100.0,Accounced,-1.0,-0.0801,-78.1505
57.0,Accounced,-1.0,-1.5192,-78.8887
70.0,Accounced,-1.0,-3.9576,-79.4692
100.0,Accounced,-1.0,-0.8883,-78.8029
50.0,Operating,2023.0,-3.367,-79.3723
140.0,Accounced,-1.0,-2.8894,-79.255
100.0,Accounced,-1.0,-2.6897,-80.2918
22.0,Accounced,-1.0,0.536,-78.1381
16.0,Operating,2013.0,-4.001,-79.2592
110.0,Construction,-1.0,-3.9834,-79.3501
44.8,Accounced,-1.0,-4.0256,-79.1917
54.0,Operating,2021.0,14.3713,-89.4893
13.0,Operating,2020.0,16.3184,-61.732
12.0,Operating,2019.0,16.4267,-61.4004
16.0,Operating,2018.0,16.322,-61.7001
67.5,Construction,2023.0,14.1201,-89.8974
30.0,Operating,2018.0,14.437,-89.5643
53.0,Operating,2015.0,14.3629,-90.5647
23.0,Operating,2015.0,14.3912,-90.6638
102.0,Operating,2011.0,13.9354,-87.2374
24.0,Operating,2014.0,13.9354,-87.2374
46.0,Operating,2017.0,13.3817,-86.9562
50.0,Operating,2015.0,13.3917,-86.9446
13.0,Operating,2017.0,13.3917,-86.9446
36.0,Operating,2016.0,17.9403,-77.6924
21.0,Operating,2004.0,17.9163,-77.5421
18.0,Operating,2010.0,17.9192,-77.5339
24.0,Operating,2016.0,17.9192,-77.5339
14.0,Operating,2019.0,14.8623,-61.1682
11.0,Construction,-1.0,14.873,-61.1427
200.0,Operating,-1.0,29.6288,-101.6659
100.0,Construction,-1.0,29.3777,-101.0649
29.0,Operating,2012.0,16.1826,-93.9373
234.0,Operating,2014.0,16.438,-95.0271
26.0,Operating,2010.0,16.5106,-94.9689
74.0,Operating,2012.0,16.5106,-94.9689
70.0,Operating,2012.0,16.5106,-94.9689
74.0,Operating,2014.0,16.5106,-94.9689
164.0,Operating,2013.0,16.4566,-94.9657
30.0,Construction,-1.0,21.0509,-89.4454
30.0,Construction,-1.0,21.0509,-89.4454
50.0,Operating,2017.0,23.796,-98.8514
200.0,Operating,2016.0,25.6723,-101.5008
56.0,Operating,-1.0,24.0885,-110.6285
50.0,Construction,-1.0,20.032,-96.6409
117.0,Construction,-1.0,26.1002,-98.3418
244.0,Operating,2021.0,25.5466,-98.6054
100.0,Operating,2014.0,23.3352,-101.3328
100.0,Operating,2015.0,23.3352,-101.3328
70.0,Operating,2014.0,16.5119,-94.9462
70.0,Operating,2019.0,21.3602,-88.9028
183.0,Operating,2018.0,25.8094,-98.2635
252.0,Operating,2019.0,26.2212,-100.542
54.0,Operating,2014.0,25.9135,-98.1968
40.0,Construction,-1.0,20.9469,-101.441
396.0,Operating,2018.0,16.4768,-95.0099
38.0,Operating,2009.0,16.5403,-94.9539
213.0,Operating,2009.0,16.5403,-94.9539
168.0,Operating,2021.0,25.7426,-98.681
50.0,Operating,2012.0,16.5872,-94.9975
30.0,Operating,2012.0,16.5865,-94.9974
30.0,Operating,2020.0,31.2954,-115.425
15.0,Construction,-1.0,16.456,-95.1166
50.0,Operating,2016.0,16.5882,-94.7659
130.0,Operating,2017.0,22.7069,-102.569
68.0,Operating,2010.0,16.5817,-94.9488
36.0,Operating,2017.0,23.7455,-98.8733
50.0,Operating,2017.0,23.7455,-98.8733
50.0,Operating,-1.0,23.7455,-98.8733
170.0,Operating,2010.0,32.497,-116.0901
83.0,Operating,1994.0,16.5874,-94.806
102.0,Operating,2012.0,16.5874,-94.806
49.0,Operating,2009.0,16.4355,-95.0174
31.0,Operating,2009.0,16.4355,-95.0174
22.0,Operating,2014.0,16.4355,-95.0174
50.0,Operating,2014.0,21.8205,-101.6766
96.0,Construction,-1.0,26.7232,-100.6556
310.0,Operating,2019.0,23.3304,-98.8405
66.0,Operating,2021.0,22.0412,-101.442
102.0,Operating,2012.0,16.5688,-94.7274
102.0,Operating,2012.0,16.5848,-94.792
102.0,Operating,2012.0,16.5662,-94.8365
102.0,Operating,2012.0,16.6096,-94.7914
160.0,Operating,2013.0,16.438,-95.0271
129.0,Operating,2017.0,21.8661,-101.5901
40.0,Construction,-1.0,18.7178,-95.6336
80.0,Operating,2008.0,16.4329,-95.0181
50.0,Construction,-1.0,25.4527,-102.179
90.0,Operating,2020.0,21.1916,-89.6729
90.0,Operating,2012.0,16.511,-94.8061
138.0,Operating,2014.0,16.511,-94.8061
66.0,Operating,2015.0,18.8721,-97.3957
220.0,Operating,2020.0,18.8606,-97.376
424.0,Operating,2018.0,25.6837,-98.4767
104.0,Operating,2019.0,25.9008,-98.4705
198.0,Operating,-1.0,24.5282,-99.215
21.0,Operating,-1.0,16.1584,-93.9376
30.0,Operating,-1.0,20.3456,-100.3485
22.0,Operating,2013.0,25.6839,-100.639
138.6,Operating,-1.0,25.6956,-98.2306
105.0,Operating,2021.0,21.7134,-101.2441
160.0,Operating,2017.0,16.5391,-94.8027
155.0,Operating,2015.0,32.5647,-116.065
108.0,Operating,2022.0,32.559,-116.0544
76.0,Construction,-1.0,21.2676,-89.1965
76.0,Construction,-1.0,21.2676,-89.1965
102.0,Operating,2016.0,16.5019,-95.059
76.0,Operating,2020.0,21.4623,-87.9941
63.0,Operating,2017.0,23.3178,-99.0242
86.0,Operating,2017.0,23.3178,-99.0242
52.0,Operating,2019.0,23.3178,-99.0242
101.0,Operating,2020.0,23.3806,-98.8953
126.0,Operating,2016.0,25.9058,-98.7909
126.0,Operating,2016.0,25.7773,-98.7497
118.0,Operating,2019.0,23.7183,-98.8765
100.0,Operating,2016.0,23.8794,-101.5149
42.0,Operating,2013.0,11.3897,-85.6237
40.0,Operating,2009.0,11.3251,-85.7072
23.0,Operating,2010.0,11.3251,-85.7072
44.0,Operating,2012.0,11.3648,-85.7492
40.0,Operating,2013.0,11.3831,-85.7892
18.0,Operating,2018.0,8.4606,-80.3584
55.0,Operating,2018.0,8.4606,-80.3584
62.5,Operating,2018.0,8.4606,-80.3584
32.5,Operating,2018.0,8.4606,-80.3584
102.5,Operating,2018.0,8.4606,-80.3584
66.0,Operating,2022.0,8.6286,-80.3501
22.0,Construction,2024.0,8.6286,-80.3501
22.0,Construction,2032.0,8.6286,-80.3501
219.6,Accounced,2026.0,-15.3965,-74.937
80.0,Operating,2014.0,-7.5515,-79.4955
18.0,Operating,2020.0,-6.4541,-78.9854
18.0,Operating,2020.0,-6.4543,-78.978
32.0,Operating,2014.0,-15.4144,-75.0645
217.0,Operating,2023.0,-15.4315,-75.0456
214.8,Operating,2022.0,-15.4278,-74.9484
260.0,Construction,2024.0,-14.6517,-75.9008
30.0,Operating,2014.0,-4.5647,-81.1948
97.0,Operating,2016.0,-15.3961,-75.0702
132.0,Operating,2018.0,-15.0621,-75.0531
177.0,Construction,2024.0,-14.829,-74.9434
101.0,Operating,2012.0,17.9984,-66.374
10.0,Operating,2016.0,-33.6585,-53.5648
70.0,Operating,2017.0,-33.835,-56.5686
65.1,Operating,2014.0,-34.3482,-57.5812
70.0,Operating,2017.0,-31.1207,-57.5542
51.0,Operating,2015.0,-34.3602,-54.6948
40.0,Operating,2015.0,-34.3602,-54.6948
50.0,Operating,2017.0,-32.2828,-53.9223
50.0,Operating,2014.0,-34.0957,-56.1036
49.5,Operating,2016.0,-34.0957,-56.1036
67.2,Operating,2014.0,-30.4881,-57.1013
17.2,Operating,2011.0,-34.7404,-56.5757
49.2,Operating,2017.0,-34.653,-56.7881
10.0,Operating,2008.0,-34.6501,-54.967
10.0,Operating,2010.0,-34.6528,-54.9701
20.0,Operating,2014.0,-33.8831,-56.3947
18.0,Operating,2014.0,-33.8831,-56.3947
50.0,Operating,2014.0,-33.8831,-56.3947
50.0,Operating,2014.0,-34.4091,-54.8797
50.0,Operating,2016.0,-34.409,-54.8797
10.0,Operating,2016.0,-34.3792,-56.542
50.0,Operating,2015.0,-32.6053,-54.2364
42.0,Operating,2014.0,-34.4613,-55.3167
14.0,Operating,2008.0,-34.2855,-54.0536
52.8,Operating,2017.0,-33.9603,-57.0904
50.0,Operating,2014.0,-32.4919,-56.3551
141.6,Operating,2016.0,-32.2045,-56.2159
58.8,Operating,2015.0,-32.6048,-56.4118
50.0,Operating,2015.0,-32.6048,-56.4118
70.0,Operating,-1.0,-31.3881,-57.9603
10.0,Operating,2016.0,-34.6145,-55.4873
50.0,Operating,2015.0,-33.6273,-56.6969
50.0,Operating,2014.0,-33.5977,-56.6719
170.0,Accounced,-1.0,-31.6982,-55.9816
70.0,Operating,2016.0,-33.2899,-55.1006
10.0,Operating,2016.0,-34.3808,-56.5387
10.0,Operating,2008.0,42.5863,-80.5532
10.0,Operating,2008.0,42.5871,-80.5872
10.0,Operating,2008.0,42.5845,-80.5595
10.0,Operating,2008.0,42.862,-79.4907
60.0,Operating,2014.0,43.0203,-81.7131
75.0,Operating,2018.0,44.1239,-76.7293
32.0,Operating,2012.0,45.8429,-64.2552
69.0,Operating,2010.0,49.5488,-113.439
180.0,Operating,2015.0,44.1774,-81.5388
10.0,Operating,2010.0,43.8494,-80.5155
110.0,Operating,2006.0,48.7428,-67.7871
102.0,Operating,2009.0,55.6744,-120.4001
100.0,Operating,2017.0,42.2514,-82.5695
10.0,Operating,2009.0,42.2827,-81.9915
299.0,Operating,2014.0,50.2064,-112.914
177.0,Operating,2022.0,50.424,-107.212
200.0,Accounced,-1.0,50.1179,-106.9679
66.0,Operating,2009.0,49.6682,-113.489
59.0,Operating,2014.0,43.4391,-81.666
73.0,Operating,2014.0,43.138,-81.7381
58.0,Operating,2015.0,47.2299,-84.5643
16.0,Construction,2023.0,50.7397,-111.0387
16.0,Construction,2023.0,50.7397,-111.0387
16.0,Construction,2023.0,50.7397,-111.0387
10.0,Construction,2023.0,50.7397,-111.0387
29.0,Operating,2015.0,52.5057,-110.1101
42.0,Operating,2023.0,45.1966,-66.19
99.0,Operating,2013.0,50.7522,-128.066
99.0,Operating,2009.0,47.511,-66.418
110.0,Operating,2008.0,48.175,-66.1454
44.0,Operating,1997.0,49.5126,-114.036
76.0,Operating,2012.0,49.5811,-114.0001
29.0,Operating,2020.0,49.5287,-113.796
100.0,Operating,2015.0,43.1682,-81.9434
150.0,Operating,2006.0,50.1749,-107.395
101.0,Operating,2011.0,42.255,-82.311
10.0,Operating,2014.0,44.7778,-63.8425
30.0,Operating,2006.0,49.6922,-112.351
166.0,Operating,2011.0,42.2283,-82.7014
23.0,Operating,2012.0,43.7977,-80.5968
20.0,Operating,2001.0,49.5688,-114.1101
202.0,Operating,2022.0,49.8038,-110.3701
45.0,Operating,2022.0,49.8038,-110.3701
11.0,Operating,2002.0,49.9698,-108.6223
51.0,Operating,2009.0,45.5804,-62.9401
24.0,Operating,2022.0,45.2482,-73.6032
136.0,Operating,2013.0,46.217,-71.287
21.0,Operating,2014.0,48.0536,-67.5007
30.0,Operating,2010.0,44.6044,-65.9444
144.0,Operating,2011.0,55.7744,-122.275
91.0,Operating,2014.0,44.2498,-80.2184
22.0,Operating,2015.0,44.1894,-80.6416
99.0,Operating,2013.0,42.5597,-82.3897
30.0,Operating,2007.0,46.4534,-62.0644
23.0,Operating,2015.0,44.9314,-64.0278
99.0,Operating,2006.0,42.6707,-80.9056
99.0,Operating,2013.0,42.3604,-81.9739
10.0,Operating,2010.0,44.2358,-76.7284
27.0,Operating,2009.0,46.9896,-53.0179
279.0,Construction,2024.0,49.7307,-111.2945
100.0,Accounced,2027.0,46.8933,-70.3379
24.0,Operating,2015.0,46.4475,-70.7381
10.0,Operating,2009.0,42.396,-81.874
18.0,Operating,2016.0,44.0043,-78.5946
130.0,Operating,2022.0,51.9985,-111.9092
10.0,Operating,2013.0,42.5189,-81.7571
82.0,Operating,2010.0,51.9344,-113.433
62.0,Operating,2011.0,45.6882,-62.2022
200.0,Operating,2022.0,49.628,-105.989
51.0,Operating,2010.0,42.1672,-82.6688
102.0,Operating,2015.0,43.4029,-81.611
25.0,Operating,2015.0,46.6553,-84.3791
10.0,Operating,2010.0,42.267,-82.4991
99.0,Operating,2016.0,43.3188,-81.734
149.0,Operating,2014.0,42.9474,-79.9019
20.0,Operating,2012.0,44.0367,-80.3611
40.0,Operating,2015.0,44.0367,-80.3611
99.0,Operating,2011.0,48.7901,-88.8387
18.0,Operating,2016.0,44.2842,-80.3583
10.0,Operating,2016.0,44.3245,-80.2956
152.0,Operating,2022.0,53.1604,-116.972
100.0,Operating,2011.0,49.238,-65.4189
111.0,Operating,2012.0,49.238,-65.4189
18.0,Operating,2016.0,43.0814,-80.7142
150.0,Operating,2012.0,52.2911,-112.131
145.0,Operating,2023.0,51.5665,-112.254
40.0,Operating,2010.0,42.044,-82.9869
300.0,Operating,2019.0,45.8711,-80.7111
30.0,Operating,2014.0,46.4556,-62.3252
100.0,Operating,2022.0,50.4834,-110.0377
134.0,Operating,2009.0,48.7484,-67.5983
122.0,Construction,2023.0,50.7504,-111.1842
71.0,Construction,2024.0,50.7504,-111.1842
109.0,Construction,2023.0,50.7504,-111.1842
149.0,Operating,2014.0,43.1925,-81.9489
270.0,Operating,2015.0,43.8368,-81.6767
20.0,Operating,2011.0,42.5311,-82.0621
17.0,Operating,2018.0,45.8004,-64.8345
96.0,Construction,2023.0,45.8396,-64.8605
54.0,Construction,2023.0,45.8273,-64.8946
54.0,Operating,2007.0,49.5061,-113.8201
40.0,Operating,2006.0,43.7883,-81.6416
100.0,Operating,2007.0,49.1018,-64.6859
100.0,Operating,2013.0,46.1531,-71.647
25.0,Operating,2014.0,48.3769,-67.8354
150.0,Operating,2013.0,48.3921,-67.6795
150.0,Operating,2013.0,48.3921,-67.6795
45.0,Operating,2011.0,47.8759,-64.6152
151.0,Operating,2022.0,51.3221,-110.5674
25.0,Operating,2014.0,45.6965,-70.5735
56.0,Operating,1999.0,49.0776,-66.7317
43.0,Operating,1999.0,48.8058,-67.5497
139.0,Operating,2012.0,48.0022,-67.4163
21.0,Operating,2014.0,48.0651,-67.5241
12.0,Operating,2006.0,46.2471,-60.0516
150.0,Accounced,2027.0,46.6085,-71.9019
30.0,Operating,2004.0,49.4062,-112.974
10.0,Operating,2009.0,42.4774,-82.3602
150.0,Operating,2013.0,46.6088,-70.3881
75.0,Operating,2001.0,49.5829,-113.451
60.0,Operating,2014.0,45.9094,-82.0869
179.0,Operating,2017.0,55.2839,-121.424
68.0,Operating,2006.0,44.1602,-80.297
132.0,Operating,2008.0,44.1602,-80.297
149.0,Operating,2016.0,48.3634,-66.6631
54.0,Operating,2004.0,48.9779,-65.5506
100.0,Operating,2011.0,49.2249,-65.647
54.0,Operating,2005.0,48.9981,-65.4863
74.0,Operating,2015.0,48.9582,-65.4111
147.0,Operating,2018.0,46.355,-71.0787
58.0,Operating,2011.0,49.1814,-64.9355
101.0,Operating,2012.0,45.2806,-73.7034
15.0,Operating,2019.0,55.2928,-121.279
23.0,Operating,2015.0,50.3524,-106.956
100.0,Operating,2021.0,44.9329,-75.3514
10.0,Operating,2010.0,42.1968,-82.8099
68.0,Operating,2013.0,48.2112,-65.6751
230.0,Operating,2016.0,43.0834,-79.5774
224.0,Operating,2018.0,48.1901,-68.7697
200.0,Accounced,2027.0,46.134,-72.513
100.0,Operating,2018.0,42.5372,-82.333
10.0,Operating,2010.0,42.1546,-82.855
51.0,Operating,2010.0,45.5554,-63.2043
56.0,Operating,2014.0,49.5658,-113.828
198.0,Construction,2024.0,52.3257,-112.707
15.0,Operating,2017.0,49.9279,-120.118
25.0,Operating,2016.0,45.9567,-72.9452
18.0,Operating,2012.0,44.2463,-80.3945
23.0,Operating,2006.0,45.5758,-61.3384
49.0,Operating,2011.0,42.2801,-82.6204
101.0,Operating,2008.0,42.167,-82.3245
104.0,Operating,2013.0,42.8004,-80.1596
10.0,Operating,2016.0,42.7624,-80.2529
189.0,Operating,2006.0,46.554,-84.5789
31.0,Operating,2005.0,43.6065,-65.7956
63.0,Operating,2012.0,55.1311,-120.895
79.0,Operating,2012.0,55.1311,-120.895
78.0,Operating,2011.0,42.3217,-82.1422
130.0,Operating,2022.0,49.9085,-111.048
10.0,Operating,2008.0,43.1764,-81.9786
26.0,Operating,2011.0,50.2125,-101.7901
200.0,Accounced,-1.0,54.8072,-120.3752
10.0,Operating,2010.0,42.2419,-82.4575
76.0,Operating,2007.0,44.0343,-81.6834
10.0,Operating,2021.0,50.7357,-106.922
105.0,Operating,2020.0,49.4512,-113.948
150.0,Operating,2014.0,47.8952,-71.0593
200.0,Operating,2015.0,47.8952,-71.0593
60.0,Operating,2019.0,42.4119,-82.1623
75.0,Operating,2016.0,48.1098,-67.4402
14.0,Operating,2015.0,45.3173,-61.0058
24.0,Operating,2015.0,46.6764,-70.3643
80.0,Operating,2012.0,45.693,-70.5636
24.0,Operating,2014.0,48.6547,-67.8639
272.0,Operating,2013.0,47.3325,-70.8281
68.0,Operating,2014.0,47.3325,-70.8281
24.0,Operating,2015.0,47.3325,-70.8281
300.0,Construction,2023.0,51.6616,-110.6643
15.0,Operating,2017.0,49.6605,-120.121
10.0,Operating,2016.0,44.1678,-78.6499
70.0,Operating,2006.0,49.5383,-113.517
30.0,Operating,2014.0,44.9425,-75.3706
102.0,Operating,2015.0,44.7442,-64.3088
270.0,Operating,2014.0,42.2429,-82.4248
10.0,Operating,2010.0,42.0912,-83.0419
200.0,Accounced,2027.0,49.9223,-107.4196
33.0,Operating,2015.0,43.5747,-81.2916
138.0,Operating,2011.0,49.1356,-97.4299
27.0,Operating,2009.0,46.966,-55.4268
104.0,Operating,2006.0,49.3748,-98.5895
16.0,Operating,2011.0,49.3748,-98.5895
113.0,Construction,2023.0,49.502,-112.522
15.0,Operating,-1.0,55.5677,-121.384
10.0,Operating,2017.0,44.1463,-78.6271
124.0,Operating,2013.0,42.8974,-80.0676
12.0,Operating,2009.0,46.4408,-63.7961
68.0,Operating,2004.0,49.5828,-113.791
66.0,Operating,2010.0,49.5828,-113.791
11.0,Operating,2001.0,50.0871,-108.412
40.0,Operating,2015.0,43.0386,-81.7864
10.0,Operating,2009.0,42.2696,-82.2773
81.0,Operating,2007.0,49.741,-111.968
99.0,Operating,2010.0,42.4062,-81.8986
50.0,Operating,-1.0,42.2631,-82.4321
24.0,Operating,2014.0,47.5976,-69.1448
52.0,Operating,2015.0,47.5976,-69.1448
182.0,Operating,2009.0,44.2901,-81.5115
24.0,Operating,2021.0,48.4601,-71.7304
101.0,Operating,2014.0,48.3227,-67.1812
25.0,Operating,2013.0,47.9295,-69.2052
10.0,Operating,2012.0,42.9235,-81.9117
10.0,Operating,2013.0,47.0417,-64.0118
20.0,Operating,2007.0,46.7332,-64.3724
79.0,Operating,2009.0,46.7332,-64.3724
20.0,Operating,2019.0,50.3801,-103.0701
200.0,Accounced,2027.0,49.5927,-103.6681
122.0,Operating,2022.0,51.464,-112.712
202.0,Operating,2019.0,51.2333,-115.677
151.0,Operating,2021.0,51.2333,-115.677
206.0,Operating,2021.0,49.4722,-113.4617
122.0,Construction,2024.0,49.9452,-111.051
88.0,Operating,2011.0,51.255,-112.6201
18.0,Operating,-1.0,45.7189,-64.8829
20.0,Operating,2020.0,45.7934,-65.2562
198.0,Operating,2009.0,44.192,-76.3764
15.0,Operating,2021.0,55.5523,-121.542
250.0,Operating,2022.0,36.4768,-99.7885
175.0,Operating,2008.0,41.444,-94.6789
20.0,Operating,2011.0,44.917,-94.7317
14.0,Operating,2003.0,43.5516,-92.7173
154.0,Operating,2016.0,40.9239,-94.7163
59.0,Operating,2005.0,42.475,-99.9106
48.0,Operating,2015.0,38.4296,-99.5371
24.0,Operating,2008.0,35.036,-118.3401
340.0,Construction,2025.0,42.262,-78.2015
80.0,Operating,2007.0,40.3757,-78.5812
200.0,Construction,2023.0,40.1914,-89.0575
39.0,Construction,-1.0,33.9384,-116.659
150.0,Operating,2010.0,35.0281,-118.364
137.0,Operating,2013.0,35.1098,-118.216
90.0,Operating,2013.0,35.0735,-118.383
150.0,Operating,2010.0,35.0082,-118.234
150.0,Operating,2011.0,35.006,-118.267
102.0,Operating,2011.0,35.0208,-118.259
168.0,Operating,2011.0,35.0012,-118.262
150.0,Operating,2012.0,34.9836,-118.227
250.0,Operating,2020.0,32.9133,-100.568
150.0,Operating,2015.0,40.6301,-87.4019
253.0,Operating,2017.0,32.8767,-101.003
101.0,Operating,2016.0,41.1474,-84.7156
208.0,Operating,2017.0,36.2974,-76.4462
99.0,Operating,2012.0,29.1832,-100.204
10.0,Operating,2014.0,33.0139,-103.865
175.0,Accounced,-1.0,43.0828,-106.3019
29.0,Operating,2019.0,43.0566,-72.0195
172.0,Operating,2022.0,31.1599,-101.8733
100.0,Operating,2017.0,43.8069,-83.3018
145.0,Operating,2022.0,34.8152,-105.0911
90.0,Operating,2022.0,34.815,-105.081
250.0,Operating,2018.0,41.4797,-94.2536
60.0,Operating,2020.0,41.4222,-94.3104
100.0,Operating,2015.0,34.3942,-97.199
78.0,Operating,2018.0,42.4205,-79.2507
247.0,Operating,2018.0,36.2701,-97.5397
100.0,Operating,2009.0,41.7559,-76.9384
196.0,Operating,2008.0,47.0695,-97.8848
120.0,Operating,2009.0,47.3027,-97.936
62.0,Operating,2010.0,47.1074,-97.9642
160.0,Accounced,2025.0,47.1074,-97.9642
1284.0,Accounced,-1.0,39.1941,-73.3129
1182.0,Accounced,-1.0,39.2785,-74.1364
1400.0,Accounced,-1.0,40.1702,-73.3093
21.0,Operating,2018.0,43.7179,-98.7509
299.0,Operating,2021.0,48.5127,-103.0944
24.0,Operating,2012.0,20.5898,-156.318
525.0,Operating,2021.0,31.8744,-100.718
350.0,Operating,2023.0,33.1855,-99.2359
161.0,Construction,2024.0,35.6277,-111.8679
202.0,Operating,2015.0,27.197,-97.4931
102.0,Operating,2020.0,47.0783,-100.657
300.0,Operating,2015.0,36.5414,-100.803
108.0,Construction,2023.0,42.2653,-79.0725
130.0,Operating,2023.0,42.375,-77.593
120.0,Operating,2009.0,33.0573,-98.3759
28.0,Operating,2009.0,43.3787,-93.0919
132.0,Operating,2009.0,43.3787,-93.0919
2000.0,Accounced,-1.0,41.0183,-70.7695
24.0,Operating,2006.0,41.2359,-75.7562
197.0,Operating,2017.0,31.7538,-101.626
162.0,Operating,2020.0,31.7436,-101.689
50.0,Construction,2025.0,45.9561,-109.4971
60.0,Construction,2025.0,45.9201,-109.4581
60.0,Construction,2025.0,45.9051,-109.4121
50.0,Construction,2025.0,45.8611,-109.4491
170.0,Operating,2017.0,42.0736,-94.1625
170.0,Operating,2018.0,42.1152,-94.2084
82.0,Operating,2012.0,43.2878,-84.4623
50.0,Operating,2014.0,43.3181,-84.5231
100.0,Operating,2010.0,38.0822,-80.5169
56.0,Operating,2020.0,38.1097,-80.6166
80.0,Operating,2015.0,43.2067,-98.0427
21.0,Operating,2008.0,43.0447,-115.484
93.0,Operating,2021.0,40.9878,-89.0676
10.0,Operating,2017.0,44.4243,-117.277
201.0,Operating,2011.0,43.737,-93.4901
120.0,Accounced,-1.0,43.737,-93.4901
15.0,Operating,2011.0,42.5849,-73.2751
276.0,Operating,2017.0,34.5118,-102.458
300.0,Accounced,-1.0,43.9393,-94.9309
36.0,Operating,2012.0,43.6196,-94.2335
200.0,Operating,2006.0,45.9019,-120.263
50.0,Operating,2010.0,45.9467,-120.302
90.0,Operating,2019.0,41.8846,-77.6585
240.0,Operating,2022.0,41.5481,-89.4984
132.0,Operating,2012.0,35.5327,-99.8472
34.0,Operating,1999.0,32.1689,-101.363
25.0,Operating,2018.0,45.8189,-109.645
20.0,Operating,2014.0,43.8707,-82.758
29.0,Operating,2016.0,43.9144,-82.7743
125.0,Operating,2007.0,45.6692,-120.585
150.0,Operating,2009.0,45.6335,-120.597
175.0,Operating,2010.0,45.6484,-120.548
15.0,Operating,2006.0,43.9617,-95.0685
185.0,Operating,2016.0,45.1794,-69.6428
211.0,Operating,2012.0,41.2262,-90.1732
81.0,Operating,2012.0,41.2629,-90.1532
132.0,Operating,2018.0,41.242,-90.3104
37.0,Operating,2010.0,46.9781,-101.549
45.0,Operating,2012.0,46.9649,-101.547
105.0,Operating,2012.0,46.9305,-101.614
105.0,Operating,2012.0,46.9693,-101.436
205.0,Operating,2014.0,47.0372,-101.679
146.0,Operating,2020.0,40.3172,-85.1621
78.0,Operating,2016.0,45.6478,-95.0115
115.0,Operating,2022.0,39.3432,-79.1115
240.0,Operating,2022.0,28.2479,-97.5212
102.0,Operating,2009.0,41.1454,-88.6001
198.0,Operating,2010.0,41.1319,-88.5442
60.0,Operating,2012.0,36.8646,-97.4251
200.0,Operating,2020.0,44.5685,-96.3126
218.0,Operating,2021.0,44.5321,-96.3592
30.0,Operating,2016.0,41.1199,-71.5139
178.0,Operating,2017.0,37.4822,-99.9725
261.0,Operating,2020.0,40.6574,-88.8487
74.0,Operating,2003.0,34.8469,-98.5675
99.0,Operating,2009.0,34.795,-98.4462
99.0,Operating,2011.0,34.907,-98.5538
162.0,Operating,2022.0,34.8798,-98.6738
148.0,Operating,2018.0,34.0741,-102.621
304.0,Operating,2012.0,40.9354,-84.6362
145.0,Operating,2008.0,43.9048,-88.2999
135.0,Operating,2012.0,34.3486,-99.3892
99.0,Operating,2018.0,34.2054,-99.4781
200.0,Operating,2019.0,34.1569,-99.5354
57.0,Operating,2007.0,40.0839,-94.514
198.0,Operating,2016.0,36.6081,-100.581
