Capacity (MW),Status,Start Year,Latitude,Longitude
52.0,Operating,2010.0,47.7218,5.173
10.0,Operating,2014.0,48.0879,5.3698
19.0,Operating,2019.0,47.5591,4.6897
10.0,Operating,-1.0,49.6748,2.7577
20.0,Operating,2009.0,49.6712,2.7842
20.0,Operating,2018.0,49.4396,6.5136
10.0,Operating,2008.0,47.6014,-2.5435
15.4,Operating,-1.0,49.685,2.0962
23.0,Operating,2013.0,43.8945,2.9448
18.0,Accounced,-1.0,46.5312,0.0782
21.6,Operating,2019.0,47.0453,2.084
22.6,Operating,2023.0,48.9297,5.2809
12.0,Operating,2007.0,46.4234,-1.4532
10.0,Operating,2009.0,48.2505,1.9177
14.0,Construction,-1.0,49.6594,2.2892
28.8,Operating,2022.0,44.5319,3.4771
16.0,Operating,2005.0,48.6454,5.4731
12.0,Operating,2009.0,49.6966,3.8008
32.0,Operating,2018.0,49.6056,2.5067
10.0,Operating,2007.0,49.6997,3.099
17.1,Operating,2015.0,48.6329,4.1816
20.7,Construction,-1.0,48.628,4.1856
12.0,Operating,2012.0,48.5917,5.5107
18.0,Operating,2008.0,48.1774,3.5612
21.0,Operating,2016.0,50.0547,1.5546
10.0,Operating,2007.0,50.5148,2.0429
10.0,Operating,2009.0,47.1907,-0.7856
10.0,Operating,2007.0,48.4656,-3.2781
26.0,Operating,2016.0,50.1614,3.525
10.0,Operating,2010.0,48.264,1.9357
32.0,Operating,2005.0,48.6325,6.8754
12.0,Operating,2008.0,48.6325,6.8754
12.0,Operating,2017.0,49.3297,3.6455
32.0,Operating,2021.0,49.8715,2.8923
14.0,Operating,2009.0,48.389,-0.503
28.8,Operating,2010.0,47.4306,5.0959
21.0,Operating,2021.0,50.1306,2.8696
18.0,Accounced,-1.0,46.0419,-0.1326
15.0,Operating,-1.0,43.6525,2.5998
18.0,Operating,2010.0,47.0338,1.8119
24.0,Operating,2010.0,48.6927,4.0704
38.0,Operating,-1.0,49.8243,3.5243
29.0,Operating,2021.0,49.426,4.5494
10.4,Operating,2019.0,50.6019,2.1954
12.0,Operating,-1.0,48.898,0.5604
12.0,Operating,2014.0,49.5955,2.0358
18.0,Operating,2022.0,48.2001,-2.7998
11.8,Operating,-1.0,49.4316,4.4138
24.0,Operating,2017.0,49.4378,4.4029
10.0,Operating,2019.0,46.1481,0.0891
12.0,Operating,2014.0,50.2281,2.347
12.0,Operating,2010.0,48.6927,-0.7924
28.0,Operating,-1.0,47.7029,5.1976
12.4,Operating,2009.0,49.1189,3.2398
10.0,Operating,2007.0,49.9167,3.2833
14.0,Operating,-1.0,46.7424,0.7132
20.0,Operating,2016.0,49.3457,4.5852
23.0,Operating,2009.0,48.534,3.9223
12.0,Operating,2009.0,48.4624,4.0862
13.2,Operating,2020.0,49.9869,2.0023
12.0,Operating,2009.0,46.9846,2.0644
12.0,Operating,2009.0,44.9412,4.0873
33.0,Operating,2023.0,47.9496,3.3878
20.0,Operating,2022.0,48.5885,3.859
24.0,Operating,2018.0,50.0009,3.3369
12.0,Operating,2019.0,47.8209,-1.1733
15.0,Accounced,-1.0,50.1497,3.5215
10.0,Operating,2007.0,46.3917,-0.6147
12.0,Operating,2006.0,49.6539,2.2995
12.0,Operating,2011.0,46.1461,2.5385
14.0,Operating,2015.0,48.8778,3.5716
14.0,Construction,2024.0,45.9452,0.1592
10.0,Operating,2011.0,47.0768,2.2356
12.0,Operating,2011.0,47.1387,2.1811
10.0,Operating,2008.0,47.1437,-0.6501
10.8,Accounced,-1.0,48.6553,3.9852
33.6,Operating,2021.0,48.2848,1.6481
12.0,Operating,2009.0,48.385,5.067
10.0,Accounced,-1.0,48.385,5.067
14.0,Operating,2019.0,43.9814,2.8844
38.0,Operating,2016.0,48.7769,4.3706
36.0,Accounced,2027.0,47.4167,6.7682
18.0,Operating,2022.0,49.5405,2.2681
18.0,Operating,2022.0,49.0111,2.6443
14.0,Operating,-1.0,48.1869,6.0594
15.8,Construction,-1.0,47.7525,5.7095
22.5,Construction,-1.0,47.7525,5.7095
42.5,Construction,-1.0,47.7525,5.7095
80.0,Operating,2010.0,48.3835,5.3403
11.4,Accounced,-1.0,48.2905,-2.5672
13.2,Accounced,-1.0,49.9305,1.7738
10.0,Operating,2011.0,48.1859,-2.6476
18.0,Operating,2019.0,46.1633,0.909
10.0,Operating,2011.0,47.0869,2.232
12.0,Operating,2012.0,48.4155,4.072
18.0,Operating,2017.0,46.0382,5.5245
26.0,Operating,2016.0,48.3918,4.0247
13.0,Operating,2016.0,48.3738,4.0674
13.2,Accounced,-1.0,49.9369,1.79
30.0,Operating,2007.0,49.1846,6.5229
10.0,Operating,2008.0,50.5462,2.0768
10.0,Operating,2008.0,50.4918,2.1666
10.0,Operating,2007.0,50.5308,2.1979
10.0,Operating,2007.0,50.5168,2.0338
10.0,Operating,2007.0,50.5338,2.0643
10.0,Operating,2008.0,50.5243,2.0079
17.0,Operating,2020.0,49.8072,2.9352
10.0,Operating,2014.0,45.9461,-0.656
55.2,Operating,2011.0,49.719,3.4628
20.0,Accounced,-1.0,49.719,3.4628
12.5,Operating,-1.0,46.955,2.0087
12.0,Operating,2006.0,47.9323,1.3266
21.0,Operating,2019.0,47.0449,2.0908
26.0,Operating,-1.0,47.0036,2.0733
13.2,Operating,-1.0,49.4349,2.5527
11.0,Operating,2018.0,48.3219,2.0306
28.5,Accounced,-1.0,47.3241,1.6218
31.7,Operating,2021.0,48.6002,4.006
15.0,Operating,2017.0,48.8815,4.6144
12.0,Operating,2010.0,46.1742,-0.0277
21.0,Operating,2017.0,48.5885,4.0685
12.0,Operating,2009.0,46.9119,1.3506
29.4,Operating,2022.0,50.0907,2.8351
12.0,Operating,2010.0,46.9846,2.0644
15.0,Operating,2015.0,47.4754,-1.4129
27.0,Operating,2022.0,45.8906,-0.3028
21.6,Operating,-1.0,49.7224,3.1553
10.0,Operating,2016.0,49.6596,2.7781
10.0,Operating,2016.0,49.6615,2.7727
10.0,Operating,-1.0,48.1733,2.2065
17.0,Operating,2015.0,47.0919,2.0911
12.0,Operating,2008.0,49.802,1.5131
10.0,Operating,2008.0,48.8442,4.3561
10.8,Operating,-1.0,48.3031,-0.2502
10.0,Operating,2018.0,48.2976,0.2059
22.0,Operating,2018.0,48.6424,-0.2617
15.0,Operating,2020.0,49.8633,2.72
12.0,Operating,2009.0,46.9817,2.0397
36.0,Operating,-1.0,48.5815,3.7079
18.4,Operating,-1.0,48.395,1.9428
25.2,Accounced,-1.0,48.3048,1.6458
12.0,Operating,2008.0,44.0833,2.6864
12.0,Operating,-1.0,49.418,3.3335
12.0,Operating,2017.0,47.7081,3.8438
13.2,Operating,2021.0,48.8797,6.702
15.8,Construction,-1.0,49.8319,2.7527
12.0,Operating,2006.0,49.5954,2.0558
10.0,Operating,-1.0,49.5839,2.0378
11.0,Operating,2020.0,46.1488,0.1688
11.0,Operating,2007.0,49.6784,4.0446
11.0,Operating,2008.0,49.6741,4.0169
24.0,Operating,-1.0,46.1053,0.2604
35.1,Operating,2019.0,50.1113,3.1411
12.0,Accounced,-1.0,48.4498,-4.0569
40.0,Accounced,-1.0,47.7923,0.6313
30.0,Operating,2007.0,47.3518,6.6706
10.0,Operating,2011.0,47.1222,1.9366
12.0,Operating,2012.0,46.4179,-1.4391
10.0,Operating,2006.0,49.9941,1.7451
16.0,Operating,-1.0,49.5158,0.5604
47.0,Operating,-1.0,48.7759,4.3669
10.0,Operating,2009.0,49.2643,4.0376
11.0,Operating,2009.0,49.4625,5.6374
12.0,Operating,2009.0,49.4625,5.6374
14.0,Operating,2006.0,44.5784,3.4497
11.0,Operating,2010.0,49.7214,2.9256
11.0,Operating,2018.0,50.2053,3.6304
10.0,Operating,-1.0,48.0403,5.264
12.0,Operating,2007.0,43.1753,2.8138
12.0,Operating,2014.0,43.174,2.8099
36.0,Operating,2021.0,49.8042,2.6561
17.6,Operating,-1.0,48.0278,6.1724
12.0,Operating,2023.0,49.9591,3.6354
13.5,Accounced,-1.0,47.1414,2.0611
14.0,Operating,2018.0,46.1541,-0.1596
11.0,Accounced,-1.0,50.5146,2.2208
15.0,Operating,2023.0,47.1372,1.9767
10.0,Operating,2009.0,48.2931,4.7007
20.4,Operating,2019.0,50.1628,3.0409
18.0,Operating,2006.0,46.8894,-1.7726
10.0,Operating,2016.0,49.115,3.1683
21.0,Operating,2015.0,46.12,0.0476
10.0,Operating,2019.0,49.3384,4.5163
32.0,Operating,2010.0,49.3731,4.5525
39.6,Operating,2022.0,48.1988,6.1938
15.0,Operating,2012.0,50.0601,2.2962
24.0,Operating,2007.0,50.0131,1.3723
54.0,Operating,2022.0,48.7239,4.3592
16.0,Operating,2016.0,46.7985,-0.237
12.0,Operating,2018.0,48.853,6.3762
14.0,Operating,2011.0,49.8646,0.7507
11.0,Operating,2012.0,47.3474,4.6246
13.2,Operating,-1.0,48.354,1.2455
13.0,Operating,2024.0,48.3822,-1.6233
13.2,Operating,2024.0,48.3083,-1.6665
12.0,Operating,2006.0,47.9182,1.3468
18.0,Accounced,-1.0,50.3962,1.9216
12.0,Operating,2008.0,49.7304,0.9873
28.0,Accounced,-1.0,48.8439,4.4344
16.0,Operating,2015.0,44.7119,0.6507
12.0,Operating,2008.0,44.68,4.88
25.2,Accounced,-1.0,44.68,4.88
16.4,Operating,2005.0,48.644,5.468
17.3,Operating,-1.0,50.1621,2.8618
12.0,Accounced,-1.0,47.8725,-1.4164
15.0,Operating,2022.0,50.055,2.7773
11.0,Operating,2022.0,48.6507,1.3545
21.0,Operating,2016.0,47.1225,1.9533
11.0,Operating,2012.0,47.3896,4.5918
18.4,Operating,-1.0,43.2275,-0.9113
10.0,Operating,2010.0,48.0829,-2.2863
12.0,Operating,2013.0,45.9321,-0.5811
13.0,Operating,2019.0,49.769,3.703
32.2,Operating,2022.0,43.7221,2.9474
54.3,Operating,-1.0,46.231,-0.1479
12.0,Operating,2009.0,48.6768,5.4113
10.0,Operating,2007.0,48.7006,5.5071
10.0,Operating,2014.0,47.6588,3.4857
12.0,Operating,2015.0,48.9115,0.5859
10.0,Operating,2015.0,46.0883,-0.554
10.0,Operating,2013.0,47.684,3.5204
20.0,Operating,2014.0,48.1486,-2.6067
46.1,Operating,-1.0,50.1081,2.7271
22.0,Operating,2010.0,50.0699,2.0925
20.0,Operating,2016.0,48.0835,-2.5098
11.0,Operating,-1.0,48.3161,1.3947
21.2,Accounced,-1.0,48.2748,1.6977
10.0,Operating,2014.0,48.2079,3.5447
12.0,Operating,2006.0,49.1692,6.5201
16.0,Operating,-1.0,49.1626,3.2644
32.4,Operating,-1.0,49.7589,3.5869
21.0,Operating,2012.0,50.5983,1.9582
12.0,Operating,2017.0,50.5969,2.2428
38.0,Operating,2019.0,49.8404,3.4833
15.0,Accounced,-1.0,50.0463,3.4625
24.0,Operating,2017.0,50.0562,3.4708
12.0,Operating,2007.0,48.661,4.0573
13.0,Operating,2021.0,48.661,4.0573
10.0,Operating,2010.0,49.5361,4.3162
12.0,Operating,2020.0,49.5338,4.3464
28.0,Operating,2019.0,49.3163,4.4514
14.0,Operating,2019.0,50.607,2.1467
26.0,Operating,2013.0,49.4544,4.2748
31.0,Operating,-1.0,49.7303,2.6007
12.0,Operating,2017.0,50.0691,2.1038
48.0,Operating,2010.0,48.3155,4.9839
30.0,Operating,2015.0,49.2774,4.4244
14.0,Operating,2020.0,49.278,4.4288
12.0,Operating,2009.0,46.231,-0.1792
15.0,Operating,-1.0,49.4577,4.472
14.0,Operating,2018.0,49.6458,2.0593
12.8,Operating,2016.0,48.3962,4.0253
12.0,Accounced,-1.0,50.5709,2.3667
26.0,Operating,2013.0,49.4529,4.2477
10.0,Operating,2012.0,47.7384,-1.5708
19.2,Operating,2018.0,45.2588,0.1659
74.0,Operating,2017.0,44.6674,3.9989
16.0,Operating,2007.0,44.5653,5.6468
15.0,Operating,2023.0,47.2118,4.4265
12.0,Operating,2016.0,49.9021,1.9795
18.0,Operating,2013.0,49.9932,3.1038
11.8,Accounced,-1.0,44.6344,4.2515
12.0,Operating,2014.0,47.3247,4.6446
20.0,Operating,2014.0,48.9105,-1.1236
20.0,Operating,2014.0,48.902,-1.1109
22.5,Accounced,-1.0,47.5236,6.7856
24.0,Operating,2008.0,49.6964,4.0181
12.0,Operating,-1.0,45.1891,5.7123
10.8,Operating,-1.0,48.044,-1.9856
14.0,Operating,2018.0,49.6012,3.9814
14.2,Operating,2018.0,49.6032,4.0211
24.0,Operating,2016.0,46.069,0.0914
12.0,Operating,2008.0,45.1312,3.0943
10.0,Operating,-1.0,49.6724,4.0491
12.0,Accounced,2024.0,49.6955,1.1965
22.0,Operating,2006.0,50.0801,1.8879
35.0,Operating,2011.0,48.6101,4.1427
18.0,Operating,2017.0,46.061,5.5113
32.0,Operating,2011.0,43.6631,2.684
14.0,Operating,2015.0,47.3599,6.5438
19.0,Operating,2019.0,47.3394,6.5717
16.0,Operating,2013.0,45.8636,0.3303
27.6,Operating,2021.0,49.7722,2.5023
10.0,Operating,2016.0,49.1178,6.4911
16.0,Accounced,-1.0,48.82,3.5352
12.0,Operating,2012.0,49.7717,1.8231
16.0,Operating,2010.0,47.9431,-2.7838
12.0,Accounced,-1.0,48.8503,4.5088
15.0,Operating,2020.0,49.1397,6.5656
12.6,Accounced,-1.0,47.4714,0.05
32.4,Construction,-1.0,49.933,3.2696
58.0,Operating,2014.0,48.3221,1.6436
12.0,Operating,2007.0,50.0646,1.9734
15.4,Operating,2023.0,49.6401,1.0834
21.0,Operating,2017.0,48.2389,1.4636
25.2,Accounced,-1.0,49.9898,1.4618
12.0,Operating,2016.0,48.2598,-1.2232
10.0,Operating,2011.0,48.4061,3.5664
22.8,Construction,-1.0,50.5524,2.3422
78.0,Accounced,-1.0,50.5467,2.3271
12.0,Operating,2012.0,48.6342,3.7928
65.0,Operating,2023.0,48.0258,-2.5394
15.0,Accounced,-1.0,47.7414,3.9025
20.0,Operating,2016.0,47.7201,4.0528
12.0,Operating,2007.0,43.6612,2.8923
14.4,Accounced,-1.0,50.1653,3.3383
10.0,Operating,2008.0,47.5203,-2.4523
42.6,Operating,2022.0,49.5678,4.2745
16.8,Operating,-1.0,46.4345,1.7774
250.0,Accounced,-1.0,42.9888,3.1137
250.0,Accounced,-1.0,43.1707,4.7613
14.4,Operating,2020.0,49.7975,2.7291
30.0,Operating,2015.0,49.4452,4.4531
10.0,Operating,2017.0,49.8125,3.3843
12.0,Operating,-1.0,48.8005,5.2285
13.2,Operating,2020.0,46.4549,-0.1358
250.0,Accounced,2031.0,42.9933,3.0866
500.0,Accounced,2031.0,42.9933,3.0866
15.2,Accounced,-1.0,48.3322,-3.0999
16.0,Operating,2018.0,46.4421,-0.6673
10.0,Operating,2016.0,49.1487,3.2614
10.0,Operating,2011.0,46.6658,-0.4546
12.0,Operating,2004.0,50.078,1.588
12.0,Operating,2008.0,49.1596,6.5717
13.2,Operating,2022.0,45.8677,0.4758
16.0,Operating,2018.0,46.4203,-0.6617
12.0,Operating,2011.0,46.8545,-0.4796
14.4,Accounced,-1.0,46.7934,1.8397
26.0,Operating,2009.0,43.5006,3.5933
10.0,Operating,2014.0,45.9237,-0.6337
10.0,Operating,-1.0,47.5905,-2.4397
12.0,Operating,2009.0,49.912,3.5509
10.0,Operating,2018.0,49.5355,2.2868
12.0,Operating,2019.0,49.5382,2.285
16.0,Operating,2013.0,47.5312,-1.5723
10.1,Construction,-1.0,46.9769,0.2691
63.0,Accounced,-1.0,48.8685,4.2593
15.3,Operating,2002.0,43.2073,2.8736
10.0,Operating,2018.0,48.3481,-0.4324
15.0,Operating,2023.0,47.5841,4.7269
1000.0,Accounced,-1.0,45.7955,-1.4336
1000.0,Accounced,-1.0,45.7955,-1.4336
12.0,Operating,2007.0,49.8909,3.259
10.0,Operating,2008.0,49.899,3.2852
10.0,Operating,2016.0,48.9962,-0.6814
27.0,Operating,2016.0,49.9037,3.4975
10.0,Operating,2003.0,42.8891,2.8558
13.8,Accounced,-1.0,42.8891,2.8558
24.3,Accounced,-1.0,47.6182,5.3734
12.0,Operating,2008.0,49.7634,2.2464
10.0,Operating,2010.0,49.5591,4.3375
12.0,Operating,2010.0,48.4877,3.8163
19.0,Operating,-1.0,48.4791,3.8529
26.0,Operating,2008.0,49.0552,5.2574
12.0,Operating,2009.0,44.6551,4.9938
16.0,Operating,2017.0,49.6089,2.1744
10.0,Operating,2014.0,46.8356,0.6279
12.0,Operating,-1.0,46.1674,-0.1716
10.0,Operating,2012.0,46.4107,0.0343
14.4,Accounced,-1.0,46.422,-0.0513
10.0,Operating,2009.0,47.5024,-1.2325
10.0,Operating,2012.0,50.1465,2.8047
12.0,Operating,2008.0,43.464,1.9194
10.0,Operating,2019.0,50.0736,2.8572
14.4,Operating,2021.0,47.6926,3.8195
41.9,Operating,-1.0,46.4061,5.6426
18.0,Operating,2007.0,48.0695,1.687
15.0,Operating,2019.0,47.0217,1.8995
16.0,Operating,2021.0,49.4352,4.4629
14.0,Operating,2018.0,48.1555,5.0411
22.0,Operating,2019.0,48.6294,3.7927
10.0,Operating,2014.0,48.1531,3.5758
17.0,Operating,2012.0,46.4183,2.1723
35.0,Operating,-1.0,49.8082,1.5127
12.0,Operating,2013.0,47.0629,-1.9025
50.0,Operating,2009.0,47.4258,4.7401
16.0,Operating,2018.0,47.8136,5.797
18.0,Construction,-1.0,50.5379,2.2883
11.5,Operating,2012.0,43.5877,2.8177
48.0,Operating,-1.0,43.5378,5.7879
12.0,Operating,2010.0,48.5381,-3.262
16.0,Operating,2014.0,48.7261,4.4827
12.0,Operating,2009.0,49.8049,2.8866
12.0,Operating,-1.0,49.8407,2.7327
10.0,Operating,2007.0,49.9518,1.2545
15.0,Construction,2024.0,48.222,-3.3194
10.0,Operating,2017.0,47.9333,-1.6301
11.2,Operating,2008.0,50.068,1.496
18.0,Accounced,2024.0,48.8475,5.2748
23.0,Operating,2001.0,42.9955,2.2308
24.0,Operating,2013.0,49.8051,2.6342
12.0,Operating,2010.0,47.008,1.7737
12.0,Operating,2010.0,47.9567,-2.3421
50.4,Accounced,-1.0,45.946,6.1165
10.0,Operating,2020.0,48.5145,5.2037
10.0,Operating,2008.0,48.1927,2.2201
13.2,Accounced,-1.0,47.8706,3.8769
12.0,Operating,2009.0,48.6637,5.3792
12.0,Operating,2012.0,50.2148,2.949
35.6,Operating,2021.0,46.4498,-0.8933
14.0,Operating,2021.0,50.3956,3.0172
32.0,Operating,-1.0,48.4835,5.2057
12.0,Operating,2017.0,49.7492,0.9862
33.0,Operating,-1.0,46.1736,-0.4869
17.0,Operating,-1.0,50.3969,3.0079
12.0,Operating,2014.0,50.3919,3.0483
12.0,Operating,2016.0,49.7986,0.5779
12.0,Operating,-1.0,49.8315,0.8365
10.0,Operating,2013.0,48.6199,3.8725
22.5,Operating,2021.0,49.4163,2.5454
22.0,Operating,2022.0,49.6827,1.0899
12.0,Operating,2010.0,43.03,2.89
22.0,Operating,2017.0,48.6525,4.0447
12.0,Operating,2010.0,48.2789,2.2194
21.0,Operating,2014.0,50.0109,3.5233
30.0,Operating,-1.0,43.754,3.2122
12.0,Operating,2009.0,47.7761,5.2836
12.0,Operating,2016.0,46.321,2.4774
12.0,Operating,2008.0,49.6452,2.2858
12.0,Operating,2008.0,49.6452,2.2858
33.0,Operating,-1.0,43.8053,3.1928
14.0,Operating,2007.0,48.424,-2.4216
10.0,Operating,2010.0,48.0069,-2.7367
12.0,Operating,2016.0,46.1662,0.1372
12.0,Operating,2011.0,43.7522,2.8432
20.0,Operating,-1.0,43.6842,3.2182
14.1,Operating,2022.0,43.8896,3.0776
18.4,Operating,2012.0,43.895,3.0808
12.0,Operating,2009.0,48.1819,-4.1364
14.0,Operating,2003.0,48.4899,-3.5761
10.0,Operating,2004.0,48.5352,-4.6223
10.0,Operating,2007.0,48.5531,-4.4491
16.0,Operating,2010.0,48.1142,-2.6086
12.0,Operating,2008.0,48.0235,-2.0785
11.0,Operating,2020.0,48.4201,-3.1232
250.0,Accounced,2030.0,47.3946,-3.2467
14.0,Operating,2019.0,49.7363,1.8397
21.0,Operating,2015.0,46.1203,0.0423
12.0,Operating,2008.0,44.2468,2.7006
20.0,Operating,2006.0,48.4677,-3.2853
16.0,Operating,2012.0,49.9343,3.2135
10.0,Operating,2009.0,49.2643,4.0376
10.8,Accounced,-1.0,47.1282,-2.0747
10.0,Operating,2002.0,43.4365,4.7745
10.0,Operating,2002.0,43.4365,4.7745
12.0,Operating,2013.0,48.6649,3.5534
12.0,Operating,2006.0,47.688,-1.302
54.0,Operating,2016.0,47.1118,4.7471
22.0,Operating,2018.0,50.1332,3.1267
24.0,Construction,2024.0,46.1839,1.1685
21.0,Accounced,-1.0,49.6186,4.0977
28.0,Operating,-1.0,47.3895,3.0457
12.0,Operating,2008.0,46.5137,-0.9219
14.4,Accounced,-1.0,46.3273,-0.1836
43.2,Accounced,-1.0,44.5868,3.9981
12.0,Operating,2009.0,48.4954,4.0386
59.4,Accounced,2025.0,49.9511,2.0909
12.0,Operating,2007.0,46.3887,-0.5501
12.0,Operating,2012.0,50.1593,2.1385
25.0,Construction,2024.0,43.1665,4.9709
12.0,Operating,2023.0,46.4755,2.2483
18.0,Operating,2007.0,43.7417,2.848
14.0,Operating,2008.0,43.6681,2.591
18.0,Operating,2011.0,43.7418,2.8479
12.0,Operating,2017.0,43.7126,2.6918
12.0,Operating,2006.0,48.1281,1.6203
28.8,Operating,2023.0,50.0929,2.9369
25.2,Operating,2022.0,47.7445,-0.4131
20.8,Operating,2016.0,48.276,4.9567
12.0,Operating,2014.0,50.2346,2.3771
12.0,Operating,2006.0,48.8277,4.3867
12.0,Operating,2012.0,48.7507,4.4146
20.0,Operating,2013.0,48.7491,4.4166
16.0,Operating,2017.0,48.7547,4.419
42.0,Operating,2012.0,48.4812,4.2002
18.0,Operating,2012.0,49.935,3.2131
28.2,Operating,2023.0,49.7799,2.6186
16.8,Accounced,-1.0,48.9548,1.7348
12.0,Operating,-1.0,49.9381,2.0035
12.0,Operating,2012.0,49.9442,2.0072
12.0,Operating,-1.0,49.9544,1.9577
15.0,Operating,2018.0,47.6176,4.2328
18.0,Operating,2017.0,49.7155,2.2456
46.2,Operating,2023.0,50.2322,2.9777
12.0,Operating,2010.0,48.225,2.1399
10.4,Operating,2013.0,47.9501,-2.7143
14.0,Operating,2011.0,45.1115,3.2643
12.0,Operating,-1.0,45.105,3.2778
12.0,Operating,2010.0,49.9321,1.692
12.0,Operating,2008.0,48.2812,1.3535
12.0,Operating,2016.0,49.7882,0.6048
12.0,Operating,2008.0,49.0997,5.2401
26.0,Operating,2010.0,49.0641,5.2451
10.0,Operating,2009.0,43.6292,2.624
12.0,Operating,2009.0,43.6827,2.6543
12.0,Operating,2010.0,49.5997,4.9436
16.4,Operating,2005.0,48.6556,5.4712
30.0,Operating,-1.0,48.9286,5.1831
18.0,Operating,2014.0,49.7268,3.313
12.0,Operating,2022.0,48.3328,1.7686
14.0,Operating,2022.0,48.3328,1.7686
12.0,Operating,2007.0,47.6375,-1.4852
18.0,Operating,2014.0,49.6476,4.1441
16.0,Operating,-1.0,48.2741,-3.3344
11.5,Operating,2012.0,49.7211,2.8488
22.0,Operating,2019.0,47.0412,1.971
12.0,Operating,2017.0,48.1662,5.1881
16.8,Operating,2019.0,48.1701,5.188
10.0,Operating,2009.0,49.7784,3.4683
14.4,Accounced,-1.0,49.9157,2.0164
11.2,Operating,2023.0,42.8024,2.8848
23.0,Operating,2019.0,43.452,2.2745
14.0,Operating,2019.0,43.6471,2.9035
44.0,Operating,-1.0,48.8349,4.4269
10.0,Operating,2011.0,48.8416,1.0679
39.6,Operating,2019.0,49.7879,3.6595
12.0,Operating,2020.0,49.787,3.6575
12.0,Operating,2010.0,49.701,1.6183
12.0,Operating,2010.0,49.701,1.6183
12.0,Operating,2010.0,49.7339,1.6116
28.8,Accounced,-1.0,49.9786,3.1985
22.9,Operating,2001.0,43.0101,2.23
18.0,Operating,2018.0,48.6626,5.3844
20.0,Accounced,-1.0,45.7548,-0.8632
36.0,Operating,2017.0,47.4206,6.3797
44.0,Operating,2017.0,47.417,6.3774
15.0,Operating,-1.0,46.0749,1.1836
10.0,Operating,2005.0,44.4527,4.8008
10.0,Operating,2006.0,44.4567,4.7781
18.0,Operating,2017.0,43.7799,3.049
10.5,Accounced,-1.0,49.0633,2.7265
12.0,Operating,-1.0,49.6686,2.7935
12.6,Accounced,-1.0,48.397,-2.5947
12.0,Operating,-1.0,48.8276,-0.707
14.4,Operating,2006.0,48.2705,2.4923
12.3,Operating,2006.0,48.2719,2.4942
25.2,Accounced,-1.0,49.9202,3.5312
12.0,Operating,2008.0,50.669,2.169
15.0,Accounced,2027.0,45.1434,3.1068
10.0,Operating,2010.0,45.1204,3.1084
15.0,Accounced,2027.0,45.1204,3.1084
10.0,Operating,2007.0,48.947,-0.204
10.0,Operating,-1.0,47.5842,5.3213
12.0,Operating,2006.0,48.0181,1.6204
10.0,Operating,2009.0,48.53,-2.5001
12.0,Operating,2007.0,48.7019,5.4236
12.0,Operating,2007.0,48.7019,5.4236
12.0,Operating,2007.0,48.1201,-2.7256
19.8,Accounced,-1.0,48.2587,5.4149
10.0,Operating,2009.0,49.4235,-1.6202
12.0,Operating,-1.0,48.2136,2.1311
18.0,Operating,2008.0,44.9619,3.7382
18.0,Operating,-1.0,46.2416,-0.8829
10.0,Operating,2018.0,46.2321,0.5204
480.0,Operating,2022.0,47.2146,-2.2724
14.0,Operating,2015.0,46.0828,3.8077
12.0,Operating,-1.0,50.2481,1.9723
12.0,Operating,-1.0,50.2418,1.9859
14.0,Operating,-1.0,50.2291,1.9971
12.0,Operating,-1.0,50.2229,2.0131
13.2,Accounced,-1.0,48.2754,-3.167
10.0,Operating,2014.0,48.7955,4.5824
22.0,Construction,-1.0,43.8538,2.0162
12.0,Operating,2019.0,46.9233,2.1466
12.0,Operating,2008.0,49.5774,2.2859
11.0,Operating,2020.0,47.6757,-1.4961
496.0,Operating,2024.0,48.6417,2.6807
16.8,Accounced,-1.0,42.9477,1.9691
10.8,Accounced,-1.0,48.2807,0.4558
10.0,Operating,2009.0,48.4281,-0.2342
12.0,Operating,2011.0,45.9766,0.0113
23.0,Operating,2015.0,49.7096,2.7501
12.0,Operating,2017.0,44.8691,4.7882
48.0,Operating,-1.0,46.9896,2.037
10.0,Operating,2017.0,46.4571,-0.0277
17.0,Operating,2019.0,46.8791,-0.1195
12.0,Operating,2016.0,47.0944,-1.9087
15.0,Accounced,-1.0,47.7733,0.036
10.0,Operating,2017.0,48.4973,-0.4077
18.0,Operating,2023.0,46.5388,-0.5765
25.2,Accounced,-1.0,46.9868,-0.1303
12.0,Operating,2014.0,46.0318,-0.2399
14.7,Accounced,2026.0,48.3168,-3.0381
16.8,Accounced,-1.0,48.305,-3.024
10.0,Operating,2010.0,47.184,-2.1119
10.0,Operating,2013.0,48.614,4.3926
25.2,Accounced,-1.0,46.1749,1.087
11.5,Operating,2010.0,50.4151,2.5391
16.0,Operating,2010.0,47.0019,-1.4976
12.0,Operating,2011.0,46.7108,0.764
12.0,Operating,2011.0,46.7062,0.7631
24.0,Operating,2017.0,46.7031,0.7745
10.0,Operating,2017.0,45.963,-0.3671
16.0,Operating,2010.0,47.2775,-0.8958
11.0,Operating,2009.0,49.8855,3.2857
31.3,Operating,2022.0,49.8337,3.4077
12.0,Operating,2009.0,47.8947,-2.5153
14.7,Accounced,2030.0,47.8947,-2.5153
11.0,Operating,2004.0,49.7625,3.2202
18.0,Accounced,-1.0,50.0446,3.5274
21.9,Operating,2022.0,47.0265,1.9765
15.0,Operating,2018.0,47.5735,3.9418
21.9,Operating,2022.0,47.0365,1.9765
15.0,Operating,-1.0,43.2822,2.8484
